REG AB,CLAVE CSF,TROQUEL AB,PRINCIPIO ACTIVO,NOMBRE COMERCIAL,POTENCIA,CONTENIDO,FORMA FARMACEUTICA,LABORATORIO,MONTO-FIJO A APLICAR
40193,53045542,5304554,ATORVASTATIN,FABOXIM,20 MG,30,COMPRIMIDOS,SAVANT RETAIL,59.15
35328,5201442,5201442,ATORVASTATIN,FINLIPOL,10 MG,30,COMPRIMIDOS,MICROSULES ARG.,33.95
35329,5201443,5201443,ATORVASTATIN,FINLIPOL,10 MG,60,COMPRIMIDOS,MICROSULES ARG.,117.74
35330,5201512,5201512,ATORVASTATIN,FINLIPOL,20 MG,30,COMPRIMIDOS,MICROSULES ARG.,190.01
35331,5201513,5201513,ATORVASTATIN,FINLIPOL,20 MG,60,COMPRIMIDOS,MICROSULES ARG.,422.22
47065,6084421,6084421,ATORVASTATIN,KOSPIDEL,10 MG,30,COMPRIMIDOS,SCHAFER,114.67
47066,6084551,6084551,ATORVASTATIN,KOSPIDEL,20 MG,30,COMPRIMIDOS,SCHAFER,190.01
47067,6084681,6084681,ATORVASTATIN,KOSPIDEL,40 MG,30,COMPRIMIDOS,SCHAFER,287.19
30916,4361642,4361642,ATORVASTATIN,LIPAREX (LIPARON),10 MG,30,COMPRIMIDOS,FINADIET,114.67
31795,4361643,4361643,ATORVASTATIN,LIPAREX (LIPARON),10 MG,60,COMPRIMIDOS,FINADIET,237.86
30917,4361722,4361722,ATORVASTATIN,LIPAREX (LIPARON),20 MG,30,COMPRIMIDOS,FINADIET,190.01
31796,4311723,4311723,ATORVASTATIN,LIPAREX (LIPARON),20 MG,60,COMPRIMIDOS,FINADIET,422.22
35912,4361802,4361802,ATORVASTATIN,LIPAREX (LIPARON),40 MG,30,COMPRIMIDOS,FINADIET,225.12
22523,4462461,4462461,ATORVASTATIN,LIPIBEC,10 MG,30,COMPRIMIDOS,IVAX ARG.,114.67
28382,4462462,4462462,ATORVASTATIN,LIPIBEC,10 MG,60,COMPRIMIDOS,IVAX ARG.,237.86
22524,4462541,4462541,ATORVASTATIN,LIPIBEC,20 MG,30,COMPRIMIDOS,IVAX ARG.,190.01
28383,4462542,4462542,ATORVASTATIN,LIPIBEC,20 MG,60,COMPRIMIDOS,IVAX ARG.,422.22
31292,5046101,5046101,ATORVASTATIN,LIPIBEC,40 MG,30,COMPRIMIDOS,IVAX ARG.,287.19
22369,4495972,4495972,ATORVASTATIN,LIPIFEN,10 MG,30,COMPRIMIDOS,RAFFO,114.67
22370,4495892,4495892,ATORVASTATIN,LIPIFEN,20 MG,30,COMPRIMIDOS,RAFFO,190.01
20505,4257951,4257951,ATORVASTATIN,LIPITOR,10 MG,30,COMPRIMIDOS,PFIZER,114.67
28136,4257952,4257952,ATORVASTATIN,LIPITOR,10 MG,60,COMPRIMIDOS,PFIZER,237.86
20506,4258021,4258021,ATORVASTATIN,LIPITOR,20 MG,30,COMPRIMIDOS,PFIZER,190.01
28137,4258022,4258022,ATORVASTATIN,LIPITOR,20 MG,60,COMPRIMIDOS,PFIZER,422.22
29111,4258101,4258101,ATORVASTATIN,LIPITOR,40 MG,30,COMPRIMIDOS,PFIZER,287.19
19280,4359682,4359682,ATORVASTATIN,LIPOCAMBI,10 MG,30,COMPRIMIDOS,BERNABO,114.67
22967,4359762,4359762,ATORVASTATIN,LIPOCAMBI,20 MG,30,COMPRIMIDOS,BERNABO,190.01
46168,4359842,4359842,ATORVASTATIN,LIPOCAMBI,40 MG,30,COMPRIMIDOS,BERNABO,225.12
45809,6001973,6001973,ATORVASTATIN,LIPODREN,10 MG,30,COMPRIMIDOS,SANOFI-AVENTIS,114.67
45811,6002003,6002003,ATORVASTATIN,LIPODREN,20 MG,30,COMPRIMIDOS,SANOFI-AVENTIS,190.01
44745,5812551,5812551,ATORVASTATIN,LIPOKEMIA,10 MG,30,COMPRIMIDOS,FECOFAR,114.67
44746,5812681,5812681,ATORVASTATIN,LIPOKEMIA,20 MG,30,COMPRIMIDOS,FECOFAR,190.01
30610,4638102,4638102,ATORVASTATIN,LIPONORM (ATORVASTATIN),10 MG,20,COMPRIMIDOS,LAZAR,81.71
27120,4638103,4638103,ATORVASTATIN,LIPONORM (ATORVASTATIN),10 MG,30,COMPRIMIDOS,LAZAR,114.67
29716,4638106,4638106,ATORVASTATIN,LIPONORM (ATORVASTATIN),10 MG,60,COMPRIMIDOS,LAZAR,237.86
27121,4638283,4638283,ATORVASTATIN,LIPONORM (ATORVASTATIN),20 MG,30,COMPRIMIDOS,LAZAR,190.01
29717,4638286,4638286,ATORVASTATIN,LIPONORM (ATORVASTATIN),20 MG,60,COMPRIMIDOS,LAZAR,422.22
39183,5354261,5354261,ATORVASTATIN,LIPOSTOP,10 MG,30,COMPRIMIDOS,DENVER FARMA,33.95
39184,5354391,5354391,ATORVASTATIN,LIPOSTOP,20 MG,30,COMPRIMIDOS,DENVER FARMA,59.15
30432,4854182,4854182,ATORVASTATIN,LIPOVASTATIN KLONAL,10 MG,30,COMPRIMIDOS,KLONAL,33.95
30433,4854262,4854262,ATORVASTATIN,LIPOVASTATIN KLONAL,20 MG,30,COMPRIMIDOS,KLONAL,59.15
41335,5708713,5708713,ATORVASTATIN,NEXOSTATIN,10 MG,30,COMPRIMIDOS,NEXO PHARMACEUTI,33.95
41336,5708843,5708843,ATORVASTATIN,NEXOSTATIN,20 MG,30,COMPRIMIDOS,NEXO PHARMACEUTI,59.15
27519,4848161,4848161,ATORVASTATIN,NORMALIP,10 MG,30,COMPRIMIDOS,EUROFARMA,114.67
34461,4848241,4848241,ATORVASTATIN,NORMALIP,20 MG,30,COMPRIMIDOS,EUROFARMA,190.01
46273,5637712,5637712,ATORVASTATIN,NORMOLIPOL,10 MG,30,COMPRIMIDOS,LEPETIT,33.95
47859,5637842,5637842,ATORVASTATIN,NORMOLIPOL,20 MG,30,COMPRIMIDOS,LEPETIT,59.15
32961,5123293,5123293,ATORVASTATIN,PLAN,10 MG,30,COMPRIMIDOS,CRAVERI,114.67
32962,5123343,5123343,ATORVASTATIN,PLAN,20 MG,30,COMPRIMIDOS,CRAVERI,190.01
40988,5553841,5553841,ATORVASTATIN,SINCOL,10 MG,30,COMPRIMIDOS,INDECO,33.95
40989,5553971,5553971,ATORVASTATIN,SINCOL,20 MG,30,COMPRIMIDOS,INDECO,59.15
43539,5778551,5778551,ATORVASTATIN,TECOPLAX,10 MG,30,COMPRIMIDOS,SANDOZ,114.67
43540,5778681,5778681,ATORVASTATIN,TECOPLAX,20 MG,30,COMPRIMIDOS,SANDOZ,59.15
30295,4674162,4674162,ATORVASTATIN,TORIVAS,10 MG,20,COMPRIMIDOS,BALIARDA,68.97
28466,4674163,4674163,ATORVASTATIN,TORIVAS,10 MG,30,COMPRIMIDOS,BALIARDA,114.67
32235,4674166,4674166,ATORVASTATIN,TORIVAS,10 MG,60,COMPRIMIDOS,BALIARDA,237.86
28467,4674243,4674243,ATORVASTATIN,TORIVAS,20 MG,30,COMPRIMIDOS,BALIARDA,190.01
32236,4674246,4674246,ATORVASTATIN,TORIVAS,20 MG,60,COMPRIMIDOS,BALIARDA,178.90
46675,5322973,5322973,ATORVASTATIN,TORIVAS,40 MG,30,COMPRIMIDOS,BALIARDA,225.12
41429,5608551,5608551,ATORVASTATIN,TRIMSTAT (FADA ATORVASTATINA),10 MG,30,COMPRIMIDOS,FADA PHARMA,33.95
41430,5608681,9941430,ATORVASTATIN,TRIMSTAT (FADA ATORVASTATINA),20 MG,30,COMPRIMIDOS,FADA PHARMA,59.15
43413,5432971,543297,ATORVASTATIN,VANATOR,10 MG,30,COMPRIMIDOS,VANNIER,33.95
43414,5433001,543300,ATORVASTATIN,VANATOR,20 MG,30,COMPRIMIDOS,VANNIER,59.15
48968,4764758,4764758,ATORVASTATIN,VASTINA,10 MG,28,COMPRIMIDOS,RICHMOND,136.33
27852,4764753,4764753,ATORVASTATIN,VASTINA,10 MG,30,COMPRIMIDOS,RICHMOND,114.67
48969,4764838,4764838,ATORVASTATIN,VASTINA,20 MG,28,COMPRIMIDOS,RICHMOND,235.75
27853,4764833,4764833,ATORVASTATIN,VASTINA,20 MG,30,COMPRIMIDOS,RICHMOND,190.01
20599,4280881,4280881,ATORVASTATIN,ZARATOR,10 MG,30,COMPRIMIDOS,ELEA,114.67
28214,4280882,4280882,ATORVASTATIN,ZARATOR,10 MG,60,COMPRIMIDOS,ELEA,237.86
20600,4280961,4280961,ATORVASTATIN,ZARATOR,20 MG,30,COMPRIMIDOS,ELEA,190.01
28215,4280962,4280962,ATORVASTATIN,ZARATOR,20 MG,60,COMPRIMIDOS,ELEA,422.22
29968,4281031,4281031,ATORVASTATIN,ZARATOR,40 MG,30,COMPRIMIDOS,ELEA,287.19
15109,3845532,3845532,BECLOMETASONA,EGOSONA 100,,250,AEROSOL/SPRAY,TAKEDA (EX NYCOMED),26.95
16104,2722032,2722032,BECLOMETASONA,EGOSONA BRONQUIAL,50 MG,250,AEROSOL/SPRAY,TAKEDA (EX NYCOMED),17.08
12086,3599522,3599522,BECLOMETASONA,EGOSONA FORTE,,250,AEROSOL/SPRAY,TAKEDA (EX NYCOMED),51.94
144,3012421,3012421,BETAXOLOL,BETASEL,,5,COLIRIO,ALCON,58.91
12635,3430121,3430121,BETAXOLOL,BETASEL S,,5,COLIRIO,ALCON,69.00
29046,4243831,4243831,BEZAFIBRATO,BEZACUR RETARD (EX-BEZABOXAL),400 MG,30,COMPRIMIDOS,INVESTI,131.17
1567,3261091,3261091,BEZAFIBRATO,BEZALIP RETARD,400 MG,30,COMPRIMIDOS,SANDOZ,139.57
12215,3738791,3738791,BEZAFIBRATO,ELPI LIP,400 MG,30,COMPRIMIDOS,ELEA,139.57
4635,0462781,462781,BIPERIDENO,AKINETON,2 MG,20,COMPRIMIDOS,BAGO,33.10
4637,0462782,462782,BIPERIDENO,AKINETON,2 MG,60,COMPRIMIDOS,BAGO,71.33
18537,4145401,4145401,BIPERIDENO,AKINETON RETARD,4 MG,30,COMPRIMIDOS,BAGO,80.61
31229,4604441,4604441,BIPERIDENO,BIPERIDENO CEVALLOS,2 MG,20,COMPRIMIDOS,CEVALLOS,33.10
46519,4604442,4604442,BIPERIDENO,BIPERIDENO CEVALLOS,2 MG,60,COMPRIMIDOS,CEVALLOS,34.72
29233,4973951,4973951,BIPERIDENO,BIPERIDENO DUNCAN,2 MG,20,COMPRIMIDOS,DUNCAN,33.10
33763,5191195,5191195,BIPERIDENO,BIPERIDENO NORTHIA,2 MG,60,COMPRIMIDOS,NORTHIA,34.72
42289,5283342,5283342,BIPERIDENO,BIPERIDENO ROSPAW,2 MG,20,COMPRIMIDOS,ROSPAW,33.10
35824,5283341,5283341,BIPERIDENO,BIPERIDENO ROSPAW,2 MG,60,COMPRIMIDOS,ROSPAW,71.33
29404,4589101,4589101,BIPERIDENO,BIPERIDENO VANNIER,2 MG,20,COMPRIMIDOS,VANNIER,33.10
48093,4589102,4589102,BIPERIDENO,BIPERIDENO VANNIER,2 MG,60,COMPRIMIDOS,VANNIER,71.33
19898,4256961,4256961,BRIMONIDINA,ALPHAGAN,,5,COLIRIO,ALLERGAN-LOA,78.04
31189,4998841,4998841,BRIMONIDINA,ALPHAGAN P,,5,COLIRIO,ALLERGAN-LOA,94.02
30398,5106411,5106441,BRIMONIDINA,BRIMO KLONAL,,5,COLIRIO,KLONAL,78.04
24868,4646101,4646101,BRIMONIDINA,BRIMOPRESS,,5,COLIRIO,POEN,78.04
25590,4861691,4861691,BRIMONIDINA,OFTALMOTONIL,,5,COLIRIO,BAUSCH,41.20
44853,2373724,2373724,BROMOCRIPTINA,PARLODEL,2.50 MG,28,COMPRIMIDOS,NOVARTIS,55.92
27867,3200443,3200443,BROMPERIDOL,BROMODOL,5 MG,50,COMPRIMIDOS,JANSSEN-CILAG,84.62
29187,3200602,3200602,BROMPERIDOL,BROMODOL,,30,GOTAS,JANSSEN-CILAG,94.62
10508,3200941,3200941,BROMPERIDOL,BROMODOL DECANOATO 1 UNIDAD,,1,AMPOLLA,JANSSEN-CILAG,99.25
38384,5252411,5252411,BUDESONIDE,AEROVENT,200 MCG,60,AEROSOL/SPRAY,MEDISOL,24.43
46730,5877422,5877422,BUDESONIDE,AEROVIAL,200,60,CAPSULAS,ATLAS,104.54
46731,5877552,5877552,BUDESONIDE,AEROVIAL,400,60,CAPSULAS,ATLAS,104.54
45442,0587726,587726,BUDESONIDE,AEROVIAL,,20,FRASCO,ATLAS,27.23
46033,0599384,599384,BUDESONIDE,AEROVIAL HFA,,200,AEROSOL/SPRAY,ATLAS,31.63
21775,4196491,4196491,BUDESONIDE,BUDESON NEBU,,20,GOTAS,TAKEDA (EX NYCOMED),82.21
40086,5462681,5462681,BUDESONIDE,BUDESONIDA DENVER FARMA BRONQUIAL,,200,AEROSOL/SPRAY,DENVER FARMA,31.63
46568,0599955,599955,BUDESONIDE,FADA BUDESONIDE CFC,,200,AEROSOL/SPRAY,FADA PHARMA,52.50
31638,4457773,4457773,BUDESONIDE,NEUMOCORT,200 MCG,200,AEROSOL/SPRAY,CASSARA,31.63
47792,4457771,4457771,BUDESONIDE,NEUMOCORT BOR CON AEROCAMARA,200 MCG,60,AEROSOL/SPRAY,CASSARA,37.90
33879,4457778,4457778,BUDESONIDE,NEUMOCORT CON AEROMED,200 MCG,200,AEROSOL/SPRAY,CASSARA,37.94
47358,6079396,6079396,BUDESONIDE,NEUMOCORT CON AEROMED HFA,200 MCG,200,AEROSOL/SPRAY,CASSARA,62.11
31893,4457852,4457852,BUDESONIDE,NEUMOCORT FORTE,400 MCG,150,AEROSOL/SPRAY,CASSARA,46.40
45935,5962862,5962682,BUDESONIDE,NEUMOCORT HFA,200 MCG,200,AEROSOL/SPRAY,CASSARA,31.63
26442,4673671,4673671,BUDESONIDE,NEUMOTEX,200 MG,60,CAPSULAS,PHOENIX,110.05
26443,4673751,4673751,BUDESONIDE,NEUMOTEX,400 MG,60,CAPSULAS,PHOENIX,110.05
11209,3443411,3443411,BUDESONIDE,NEUMOTEX BRONQUIAL,200 MCG,100,AEROSOL/SPRAY,PHOENIX,63.00
30911,3443412,3443412,BUDESONIDE,NEUMOTEX BRONQUIAL,200 MCG,200,AEROSOL/SPRAY,PHOENIX,113.15
39773,3443413,3443413,BUDESONIDE,NEUMOTEX BRONQUIAL CON AEROCAMARA,200 MCG,100,AEROSOL/SPRAY,PHOENIX,117.73
15168,3895031,3895031,BUDESONIDE,NEUMOTEX BRONQUIAL FUERTE 100 DOSIS,,100,AEROSOL/SPRAY,PHOENIX,199.47
24601,3894961,3894961,BUDESONIDE,NEUMOTEX BRONQUIAL PEDIATRICO,50 MG,200,AEROSOL/SPRAY,PHOENIX,87.78
45886,3917062,3917062,BUDESONIDE,NEUMOTEX NEBU,,20,AEROSOL/SPRAY,PHOENIX,82.21
33248,4381941,4381941,BUDESONIDE,PROETZONIDE NEBU,,20,GOTAS,DALLAS,27.23
11249,3043371,3043371,BUDESONIDE,PULMO LISOFLAM ADULTOS 100 DOSIS,,5,AEROSOL/SPRAY,PFIZER,63.00
13700,3043372,3043372,BUDESONIDE,PULMO LISOFLAM ADULTOS 100 DOSIS CON AEROCAMARA,,5,AEROSOL/SPRAY,PFIZER,132.17
11250,3043291,3043291,BUDESONIDE,PULMO LISOFLAM PEDIATRICO 200 DOSIS,,10,AEROSOL/SPRAY,PFIZER,34.27
13701,3043292,3043292,BUDESONIDE,PULMO LISOFLAM PEDIATRICO 200 DOSIS CON AEROCAMARA,,10,AEROSOL/SPRAY,PFIZER,134.96
22488,4457431,4457431,BUDESONIDE,RINO B,50 MCG,200,AEROSOL/SPRAY,CASSARA,34.27
29510,4457512,4457512,BUDESONIDE,RINO B NEBU,,20,GOTAS,MEDISOL,27.23
49170,4457411,4457411,BUDESONIDE,RINO B NEBU CON DILUYENTE,,20,GOTAS,CASSARA,82.21
14482,3787041,3787041,BUDESONIDE,SPIROCORT 200 DOSIS,100 MCG,1,ATOMIZADOR,ASTRAZENECA,104.09
14483,3798771,3798771,BUDESONIDE,SPIROCORT 200 DOSIS,200 MCG,1,ATOMIZADOR,ASTRAZENECA,113.15
14484,3787121,3787121,BUDESONIDE,SPIROCORT 200 DOSIS,400 MCG,1,ATOMIZADOR,ASTRAZENECA,255.98
18133,4044922,4044922,BUDESONIDE,SPIROCORT SUSPENSION PARA NEBULIZAR 10 UNIDADES,0.25 MG,1,AMPOLLA,ASTRAZENECA,96.07
18135,4045092,4045092,BUDESONIDE,SPIROCORT SUSPENSION PARA NEBULIZAR 10 UNIDADES,0.50 MG,10,AMPOLLA,ASTRAZENECA,133.32
18132,4044921,4044921,BUDESONIDE,SPIROCORT SUSPENSION PARA NEBULIZAR 5 UNIDADES,0.25 MG,1,AMPOLLA,ASTRAZENECA,48.99
18134,4045091,4045091,BUDESONIDE,SPIROCORT SUSPENSION PARA NEBULIZAR 5 UNIDADES,0.50 MG,5,AMPOLLA,ASTRAZENECA,67.70
43180,5830421,5830421,BUDESONIDE+FORMOTEROL,FREVIA,160/4.5,120,AEROSOL/SPRAY,ASTRAZENECA,353.70
43179,5830391,5830391,BUDESONIDE+FORMOTEROL,FREVIA,80/4.5M,120,AEROSOL/SPRAY,ASTRAZENECA,352.77
49158,6229974,6229974,BUDESONIDE+FORMOTEROL,MAXIVENT,,120,AEROSOL/SPRAY,SVENSK LABB,259.67
50084,6274715,6274715,BUDESONIDE+FORMOTEROL,NEUMOCORT PLUS,,150,AEROSOL/SPRAY,CASSARA,218.36
36590,5360971,5360971,BUDESONIDE+FORMOTEROL,NEUMOTEROL,400 MG,60,CAPSULAS,PHOENIX,266.04
28674,4903181,4903181,BUDESONIDE+FORMOTEROL,NEUMOTEROL CON APLICADOR,200 MG,60,CAPSULAS,PHOENIX,226.93
28675,4903182,4903182,BUDESONIDE+FORMOTEROL,NEUMOTEROL CON APLICADOR,200 MG,120,CAPSULAS,PHOENIX,323.47
31036,4974761,4974761,BUDESONIDE+FORMOTEROL,NEUMOTEROL PEDIATRICO CON APLICADOR,,60,CAPSULAS,PHOENIX,90.00
31033,4903183,4903183,BUDESONIDE+FORMOTEROL,NEUMOTEROL SIN APLICADOR,200 MG,60,CAPSULAS,PHOENIX,218.62
31034,4903184,4903184,BUDESONIDE+FORMOTEROL,NEUMOTEROL SIN APLICADOR,200 MG,120,CAPSULAS,PHOENIX,291.52
28198,4886101,4886101,BUDESONIDE+FORMOTEROL,SYMBICORT,160/4.5,60,AEROSOL/SPRAY,ASTRAZENECA,262.47
28199,4886102,4886102,BUDESONIDE+FORMOTEROL,SYMBICORT,160/4.5,120,AEROSOL/SPRAY,ASTRAZENECA,353.70
32247,5060411,5060411,BUDESONIDE+FORMOTEROL,SYMBICORT FORTE,320/9 M,60,AEROSOL/SPRAY,ASTRAZENECA,352.77
31463,4886022,4886022,BUDESONIDE+FORMOTEROL,SYMBICORT M,80/4.5M,120,AEROSOL/SPRAY,ASTRAZENECA,352.77
10634,3366611,3366611,CARBAMAZEPINA,ACTINERVAL,200 MG,30,COMPRIMIDOS,BAGO,30.77
10635,3366613,3366613,CARBAMAZEPINA,ACTINERVAL,200 MG,60,COMPRIMIDOS,BAGO,72.36
15837,3880501,3880501,CARBAMAZEPINA,CARBAMACEPINA FABRA,200 MG,30,COMPRIMIDOS,FABRA,30.77
9703,3100611,3100611,CARBAMAZEPINA,CARBAMAT,200 MG,30,COMPRIMIDOS,ASTRAZENECA,60.23
9704,3100612,3100612,CARBAMAZEPINA,CARBAMAT,200 MG,60,COMPRIMIDOS,ASTRAZENECA,113.78
16493,4643711,4643711,CARBAMAZEPINA,CARBAMAZEPINA DENVER FARMA,200 MG,30,COMPRIMIDOS,DENVER FARMA,60.23
43831,4643712,4643712,CARBAMAZEPINA,CARBAMAZEPINA DENVER FARMA,200 MG,60,COMPRIMIDOS,DENVER FARMA,113.78
23404,3884721,3884721,CARBAMAZEPINA,CMP 200,200 MG,30,COMPRIMIDOS,KLONAL,60.23
3329,3043451,3043451,CARBAMAZEPINA,CONFORMAL,200 MG,30,COMPRIMIDOS,IVAX ARG.,60.23
10411,3043452,3043452,CARBAMAZEPINA,CONFORMAL,200 MG,60,COMPRIMIDOS,IVAX ARG.,113.78
930,3043531,3043531,CARBAMAZEPINA,CONFORMAL,400 MG,30,COMPRIMIDOS,IVAX ARG.,162.53
9400,0244111,4560133,CARBAMAZEPINA,ELEBE (CARBAMACEPINA MEDIPHARMA),200 MG,30,COMPRIMIDOS,MEDIPHARMA,30.77
9403,4560136,4560136,CARBAMAZEPINA,ELEBE (CARBAMACEPINA MEDIPHARMA),200 MG,60,COMPRIMIDOS,MEDIPHARMA,72.36
43335,3034883,3034883,CARBAMAZEPINA,TEGRETOL,20 MG,100,JARABE/TONICO,NOVARTIS,32.71
9383,3034701,3034701,CARBAMAZEPINA,TEGRETOL,200 MG,30,COMPRIMIDOS,NOVARTIS,60.23
9414,3034702,3034702,CARBAMAZEPINA,TEGRETOL,200 MG,60,COMPRIMIDOS,NOVARTIS,113.78
9259,3034961,3034961,CARBAMAZEPINA,TEGRETOL LC,400 MG,30,COMPRIMIDOS,NOVARTIS,179.71
629,3034962,3034962,CARBAMAZEPINA,TEGRETOL LC,400 MG,60,COMPRIMIDOS,NOVARTIS,305.28
37799,4458421,4458421,CARVEDILOL,ANTIBLOC,12.5 MG,30,COMPRIMIDOS,CRAVERI,20.10
37800,4458501,4458501,CARVEDILOL,ANTIBLOC,25 MG,30,COMPRIMIDOS,CRAVERI,24.76
37798,4458341,4458341,CARVEDILOL,ANTIBLOC,6.25 MG,30,COMPRIMIDOS,CRAVERI,16.22
31630,4765823,4765823,CARVEDILOL,BIDECAR,12.5 MG,28,COMPRIMIDOS,BALIARDA,52.38
31631,4765903,4765903,CARVEDILOL,BIDECAR,25 MG,28,COMPRIMIDOS,BALIARDA,64.74
35650,5291964,5291963,CARVEDILOL,BIDECAR,3.125MG,28,COMPRIMIDOS,BALIARDA,28.31
44558,5291966,5291966,CARVEDILOL,BIDECAR,3.125MG,56,COMPRIMIDOS,BALIARDA,36.36
42408,5740133,5740133,CARVEDILOL,BIDECAR,50 MG,28,COMPRIMIDOS,BALIARDA,71.65
31629,4765743,4765743,CARVEDILOL,BIDECAR,6.25 MG,28,COMPRIMIDOS,BALIARDA,42.78
44557,4765746,4765746,CARVEDILOL,BIDECAR,6.25 MG,56,COMPRIMIDOS,BALIARDA,62.79
43223,5840263,5914262,CARVEDILOL,BIDECAR CR,10 MG,28,COMPRIMIDOS,BALIARDA,47.94
43224,5840393,5914422,CARVEDILOL,BIDECAR CR,20 MG,28,COMPRIMIDOS,BALIARDA,83.50
43225,5840423,5914392,CARVEDILOL,BIDECAR CR,40 MG,28,COMPRIMIDOS,BALIARDA,104.48
43226,5840553,5914552,CARVEDILOL,BIDECAR CR,80 MG,28,COMPRIMIDOS,BALIARDA,117.86
43081,5652841,565284,CARVEDILOL,CARDIONORM,12.5 MG,28,COMPRIMIDOS,DENVER FARMA,52.38
43082,5652971,5652971,CARVEDILOL,CARDIONORM,25 MG,28,COMPRIMIDOS,DENVER FARMA,64.74
43080,5652711,5652711,CARVEDILOL,CARDIONORM,6.25 MG,28,COMPRIMIDOS,DENVER FARMA,42.78
46652,6025975,6025975,CARVEDILOL,CARTIATO,25 MG,28,COMPRIMIDOS,SAVANT,27.30
31741,5080052,5080052,CARVEDILOL,CARVEDIL,12.5 MG,28,COMPRIMIDOS,BAGO,52.38
46385,5080054,5080054,CARVEDILOL,CARVEDIL,12.5 MG,56,COMPRIMIDOS,BAGO,94.24
31742,5080102,5080102,CARVEDILOL,CARVEDIL,25 MG,28,COMPRIMIDOS,BAGO,64.74
46386,5080104,5080104,CARVEDILOL,CARVEDIL,25 MG,56,COMPRIMIDOS,BAGO,118.33
35257,5288613,5288613,CARVEDILOL,CARVEDIL,3.125MG,28,COMPRIMIDOS,BAGO,24.84
40051,5631002,5631002,CARVEDILOL,CARVEDIL,50 MG,28,COMPRIMIDOS,BAGO,95.49
31740,5079982,5079982,CARVEDILOL,CARVEDIL,6.25 MG,28,COMPRIMIDOS,BAGO,42.78
46149,5941843,5941843,CARVEDILOL,CARVEDIL RETARD,10 MG,28,CAPSULAS,BAGO,47.94
46150,5941973,5941973,CARVEDILOL,CARVEDIL RETARD,20 MG,28,CAPSULAS,BAGO,83.50
46151,5942003,5942003,CARVEDILOL,CARVEDIL RETARD,40 MG,28,CAPSULAS,BAGO,104.48
46152,5942133,5942133,CARVEDILOL,CARVEDIL RETARD,80 MG,28,CAPSULAS,BAGO,117.86
39949,5542553,5542553,CARVEDILOL,CARVEDILOL RICHET,12.5 MG,28,COMPRIMIDOS,RICHET,52.38
39950,5542683,5542683,CARVEDILOL,CARVEDILOL RICHET,25 MG,28,COMPRIMIDOS,RICHET,64.74
39947,5542393,5542393,CARVEDILOL,CARVEDILOL RICHET,3.125MG,28,COMPRIMIDOS,RICHET,16.21
39948,5542423,5542423,CARVEDILOL,CARVEDILOL RICHET,6.25 MG,28,COMPRIMIDOS,RICHET,24.50
35376,5239108,5239108,CARVEDILOL,CLORATEN (EX CARVEDILOL NORTHIA),12.5 MG,28,COMPRIMIDOS,NORTHIA,52.38
46808,5239268,5239268,CARVEDILOL,CLORATEN (EX CARVEDILOL NORTHIA),25 MG,28,COMPRIMIDOS,NORTHIA,64.74
34814,5239058,5239058,CARVEDILOL,CLORATEN (EX CARVEDILOL NORTHIA),6.25 MG,28,COMPRIMIDOS,NORTHIA,42.78
37469,9937469,5443004,CARVEDILOL,CORAFEN,12.5 MG,28,COMPRIMIDOS,BERNABO,26.60
37470,9937470,5443133,CARVEDILOL,CORAFEN,25 MG,28,COMPRIMIDOS,BERNABO,27.30
38370,5547974,5547974,CARVEDILOL,CORAFEN,3.125MG,28,COMPRIMIDOS,BERNABO,16.21
43405,5766844,5766844,CARVEDILOL,CORAFEN,50 MG,28,COMPRIMIDOS,BERNABO,71.65
37468,9937468,5442973,CARVEDILOL,CORAFEN,6.25 MG,28,COMPRIMIDOS,BERNABO,24.50
24454,4596531,4596531,CARVEDILOL,CORITENSIL,12.5 MG,28,COMPRIMIDOS,ROUX OCEFA,52.38
24455,4596611,4596611,CARVEDILOL,CORITENSIL,25 MG,28,COMPRIMIDOS,ROUX OCEFA,64.74
41791,5731131,5731131,CARVEDILOL,CORITENSIL,3.125 M,28,COMPRIMIDOS,ROUX OCEFA,24.84
45394,5897711,5897711,CARVEDILOL,CORITENSIL,50 MG,28,COMPRIMIDOS,ROUX OCEFA,71.65
24453,4596451,4596451,CARVEDILOL,CORITENSIL,6.25 MG,28,COMPRIMIDOS,ROUX OCEFA,42.78
36206,5284991,5284991,CARVEDILOL,CORUBIN,12.5 MG,28,COMPRIMIDOS,LAZAR,26.60
36207,5285011,5285011,CARVEDILOL,CORUBIN,25 MG,28,COMPRIMIDOS,LAZAR,64.74
36205,5284831,5284831,CARVEDILOL,CORUBIN,6.25 MG,28,COMPRIMIDOS,LAZAR,24.50
41403,5597971,9941403,CARVEDILOL,DICARPEN (FADA CARVEDILOL),12.5 MG,30,COMPRIMIDOS,FADA PHARMA,53.08
41404,5598001,9941404,CARVEDILOL,DICARPEN (FADA CARVEDILOL),25 MG,30,COMPRIMIDOS,FADA PHARMA,62.17
41402,5597841,9941402,CARVEDILOL,DICARPEN (FADA CARVEDILOL),6.25 MG,30,COMPRIMIDOS,FADA PHARMA,39.62
18289,4094181,4094181,CARVEDILOL,DILATREND,12.5 MG,28,COMPRIMIDOS,NOVA ARGENTIA,52.38
45851,4094182,4094182,CARVEDILOL,DILATREND,12.5 MG,56,COMPRIMIDOS,NOVA ARGENTIA,94.24
