Nro Reg,Troquel,Producto,Presentacion,Accion Terapeutica,Monodroga,Vademecum
45585,2405492,PRURISEDAN,PVO.X 60 G,ANTIPRURIGINOSO,'ALCANFOR+BORICO,AC.+ASOC.',CUBIERTOS
1103,9901103,JABONACID,JAB.X 100 G,ANTIECCEMATOSO,ALCODERM+ASOC.,CUBIERTOS
41729,9941729,STREPSILS PLUS CARAMELOS,CARAM.X 8 U.,ANTISEPTICO BUCOFARINGEO,ALCOHOL DICLOROBENCILICO+ASOC.,CUBIERTOS
36635,5332711,AMEVIVE,15 MG INY.F.A.X 1,ANTIPSORIASICO,ALEFACEPT,CUBIERTOS CON AUTORIZACION PREVIA
32975,5124201,ACTIMAX,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
32976,5124202,ACTIMAX,70 MG COMP.X 8,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
31894,4974973,ALENATO,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
29561,4974972,ALENATO,70 MG COMP.X 8,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
44082,5785131,ALENDRONATO,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
33242,5146561,ALENDRONATO DENVER FARMA,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
33243,5146562,ALENDRONATO DENVER FARMA,70 MG COMP.X 8,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
32515,5116581,ALENDRONATO NORTHIA,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
28381,4895771,ARENDAL,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
35592,5326394,BERLEX,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
28769,4934796,BREK,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
33517,4934791,BREK,70 MG COMP.X 8,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
41399,5683261,CARMOTIN,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
38359,545526,DRONAT,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
33612,5203271,FINDECLIN,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
33613,5203272,FINDECLIN,70 MG COMP.X 8,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
27580,4849312,FOSAMAX,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
50887,260003,LABSABONE,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
15977,3963502,MARVIL,10 MG COMP.X 30,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
28144,4871092,MARVIL,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
37863,5443972,MARVIL 70 SOLUCION BEBIBLE,70 MG/100 ML FCO.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
33929,5249812,OSEOTENK 70,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
33930,5249814,OSEOTENK 70,70 MG COMP.X 8,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
38618,5485261,OSTEOBON,70 MG COMP.RAN.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
32726,5137411,OSTEOFENE,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
42557,5750711,OSTEOMAR,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
33988,5152303,OSTEONATE,70 MG COMP.X 12,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
33987,5152301,OSTEONATE,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
35443,5152302,OSTEONATE,70 MG COMP.X 8,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
27835,4857071,REGENESIS,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
50032,5529713,REYOIN,70 MG COMP.X 12,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
40232,5529711,REYOIN,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
40233,5529712,REYOIN,70 MG COMP.X 8,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
42326,9942326,RIXOFEM,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
24491,4646943,SILIDRAL,10 MG COMP.X 30,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
30358,5002611,SILIDRAL 70,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
39550,5128611,TILIOS,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
33616,5128612,TILIOS,70 MG COMP.X 8,ANTIOSTEOPOROTICO,ALENDRONATO,CUBIERTOS
37860,5474421,SILIDRAL PLUS,COMP.X 32,ANTIOSTEOPOROTICO,'ALENDRONATO+CALCIO,CARBONATO',CUBIERTOS
39615,5387422,FINDECLIN COMBI,COMP.X 32 (28+4),ANTIOSTEOPOROTICO,'ALENDRONATO+CALCIO,CITRATO+D3',CUBIERTOS
37585,5454421,FOSAMAX PLUS,70 MG/2800 UI COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO+VIT.D3,CUBIERTOS
42411,5757391,FOSAMAX PLUS,70 MG/5600 UI COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO+VIT.D3,CUBIERTOS
39614,5558971,MARVIL D,70 MG COMP.X 4,ANTIOSTEOPOROTICO,ALENDRONATO+VIT.D3,CUBIERTOS
45031,5919000,ARALAST NP,1G F.A.LIOF.+DISOL.X50ML,ANTIFIBRINOLIT.INHIB.PROTEINASA,ALFA-1-ANTITRIPSINA,CUBIERTOS CON AUTORIZACION PREVIA
43479,9943479,PROLASTIN-C,1000 MG INY.F.A.X 20 ML,ANTIFIBRINOLIT.INHIB.PROTEINASA,ALFA-1-ANTITRIPSINA,CUBIERTOS CON AUTORIZACION PREVIA
37371,538000,TRYPSAN,1G F.A.LIOF.+DISOL.X50ML,ANTIFIBRINOLIT.INHIB.PROTEINASA,ALFA-1-ANTITRIPSINA,CUBIERTOS CON AUTORIZACION PREVIA
14921,3837951,DALFAZ,COMP.X 30,DESCONGESTIVO PROSTATICO,'ALFUZOSINA,CLORH.',CUBIERTOS
28377,4899651,UROXATRAL OD,10 MG COMP.LIB.PROL.X 30,BLOQUEANTE ALFA-1 SELECTIVO,'ALFUZOSINA,CLORH.',CUBIERTOS
43512,5689391,RASILEZ,150 MG COMP.REC.X 14,ANTIHIPERTENSIVO,ALISKIREN,CUBIERTOS
43513,5689392,RASILEZ,150 MG COMP.REC.X 28,ANTIHIPERTENSIVO,ALISKIREN,CUBIERTOS
43514,5689421,RASILEZ,300 MG COMP.REC.X 14,ANTIHIPERTENSIVO,ALISKIREN,CUBIERTOS
43515,5689422,RASILEZ,300 MG COMP.REC.X 28,ANTIHIPERTENSIVO,ALISKIREN,CUBIERTOS
47004,6070392,RASILAMLO,150/10 MG COMP.X 28,ANTIHIPERTENSIVO,ALISKIREN+AMLODIPINA,CUBIERTOS
47000,6070262,RASILAMLO,150/5 MG COMP.X 28,ANTIHIPERTENSIVO,ALISKIREN+AMLODIPINA,CUBIERTOS
47006,6070552,RASILAMLO,300/10 MG COMP.X 28,ANTIHIPERTENSIVO,ALISKIREN+AMLODIPINA,CUBIERTOS
47001,6070422,RASILAMLO,300/5 MG COMP.X 28,ANTIHIPERTENSIVO,ALISKIREN+AMLODIPINA,CUBIERTOS
46093,5814001,RASILEZ D,150/12.5 MG COMP.REC.X14,ANTIHIPERTENSIVO DIURETICO,ALISKIREN+HIDROCLOROTIAZIDA,CUBIERTOS
43849,5814002,RASILEZ D,150/12.5 MG COMP.REC.X28,ANTIHIPERTENSIVO DIURETICO,ALISKIREN+HIDROCLOROTIAZIDA,CUBIERTOS
45863,5813841,RASILEZ D,300/12.5 MG COMP.REC.X14,ANTIHIPERTENSIVO DIURETICO,ALISKIREN+HIDROCLOROTIAZIDA,CUBIERTOS
43850,5813842,RASILEZ D,300/12.5 MG COMP.REC.X28,ANTIHIPERTENSIVO DIURETICO,ALISKIREN+HIDROCLOROTIAZIDA,CUBIERTOS
45864,5813971,RASILEZ D,300/25 MG COMP.REC.X 14,ANTIHIPERTENSIVO DIURETICO,ALISKIREN+HIDROCLOROTIAZIDA,CUBIERTOS
43851,5813972,RASILEZ D,300/25 MG COMP.REC.X28,ANTIHIPERTENSIVO DIURETICO,ALISKIREN+HIDROCLOROTIAZIDA,CUBIERTOS
36830,5178631,PANRETIN,GEL TOPICO X 60 G,ANTINEOPLASICO,ALITRETINOINA,CUBIERTOS CON AUTORIZACION PREVIA
33436,3593663,ALFADIMAN,300 MG COMP.X 40,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
51142,3115644,ALLOPURINOL 100 CRAVERI,100 MG COMP.X 30,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
51143,3115645,ALLOPURINOL 100 CRAVERI,100 MG COMP.X 60,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
9776,3115723,ALLOPURINOL 300 CRAVERI,300 MG COMP.X 100,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
9125,3115721,ALLOPURINOL 300 CRAVERI,300 MG COMP.X 20,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
48994,3115724,ALLOPURINOL 300 CRAVERI,300 MG COMP.X 30,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
9126,3115722,ALLOPURINOL 300 CRAVERI,300 MG COMP.X 40,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
48995,3115726,ALLOPURINOL 300 CRAVERI,300 MG COMP.X 60,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
40472,5600421,ALLOPURINOL CRAVERI RETARD,300 MG COMP.LIB.PROL.X20,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
40473,5600423,ALLOPURINOL CRAVERI RETARD,300 MG COMP.LIB.PROL.X50,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
20409,4285831,ALLOPURINOL FABRA 300,COMP.X 20,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
49758,4285833,ALLOPURINOL FABRA 300,COMP.X 30,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
27557,4285832,ALLOPURINOL FABRA 300,COMP.X 40,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
35535,3346157,ALLOPURINOL GADOR,100 MG COMP.X 30,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
35536,3346152,ALLOPURINOL GADOR,100 MG COMP.X 60,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
50365,3346233,ALLOPURINOL GADOR,300 MG COMP.X 100,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
35537,3346237,ALLOPURINOL GADOR,300 MG COMP.X 30,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
35538,3346232,ALLOPURINOL GADOR,300 MG COMP.X 60,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
49651,9949651,ALLOPURINOL GADOR RETARD,300 MG COMP.X 30,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
49652,9949652,ALLOPURINOL GADOR RETARD,300 MG COMP.X 60,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
32250,4386813,ALLOPURINOL HEXAL 300,COMP.X 30,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
46153,5983422,ALLOPURINOL HOUDE,300 MG COMP.X 30,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
1541,3123982,ALLOPURINOL PHOENIX,100 MG COMP.X 100,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
1540,3123981,ALLOPURINOL PHOENIX,100 MG COMP.X 40,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
1539,3124052,ALLOPURINOL PHOENIX,300 MG CAPS.X 100,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
30096,3124053,ALLOPURINOL PHOENIX,300 MG CAPS.X 20,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
1538,3124051,ALLOPURINOL PHOENIX,300 MG CAPS.X 40,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
31567,3582191,ALLOPURINOL TECHSPHERE,300 MG COMP.X 20,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
31568,3582192,ALLOPURINOL TECHSPHERE,300 MG COMP.X 40,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
44166,5858392,COLPURIL A RETARD,CAPS.C/MICROGRANULOSX 20,HIPOURICEMIANTE,ALLOPURINOL,CUBIERTOS
44167,5858394,COLPURIL A RETARD,CAPS.C/MICROGRANULOSX 50,HIPOURICEMIANTE,ALLOPURINOL,CUBIERTOS
22580,3694561,PURITENK,300 MG COMP.X 20,ANTIGOTOSO,ALLOPURINOL,CUBIERTOS
32127,3981081,ARTREX RETARD,CAPS.X 20,ANTIGOTOSO,ALLOPURINOL+COLCHICINA,CUBIERTOS
16203,3981083,ARTREX RETARD,CAPS.X 40,ANTIGOTOSO,ALLOPURINOL+COLCHICINA,CUBIERTOS
44217,9944217,ARTREX U,COMP.X 30,ANTIGOTOSO,ALLOPURINOL+COLCHICINA,CUBIERTOS
44218,9944218,ARTREX U,COMP.X 60,ANTIGOTOSO,ALLOPURINOL+COLCHICINA,CUBIERTOS
6445,817791,COLPURIL,100 MG COMP.REC.X 20,ANTIGOTOSO,ALLOPURINOL+COLCHICINA,CUBIERTOS
6449,3004761,COLPURIL 300 RETARD,CAPS.LIB.PROL.X 20,ANTIGOTOSO,ALLOPURINOL+COLCHICINA,CUBIERTOS
6450,3004762,COLPURIL 300 RETARD,CAPS.LIB.PROL.X 50,ANTIGOTOSO,ALLOPURINOL+COLCHICINA,CUBIERTOS
37801,4470121,XURIC-A,100 MG COMP.X 20,ANTIGOTOSO,ALLOPURINOL+COLCHICINA,CUBIERTOS
16759,3214226,ALPLAX,0.25 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
16760,3214227,ALPLAX,0.25 MG COMP.X 60,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
9951,3214306,ALPLAX,0.50 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
9952,3214307,ALPLAX,0.50 MG COMP.X 60,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
9953,3213816,ALPLAX,1 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
9954,3213817,ALPLAX,1 MG COMP.X 60,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
12386,3697793,ALPLAX,2 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
23009,3214144,ALPLAX,2 MG COMP.X 60,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
25095,4547602,ALPLAX XR,0.5MG COMP.LIB.PROL.X 20,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
35349,4547603,ALPLAX XR,0.5MG COMP.LIB.PROL.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
25096,4547782,ALPLAX XR,1 MG COMP.LIB.PROL.X 20,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
35350,4547783,ALPLAX XR,1 MG COMP.LIB.PROL.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
25097,4547862,ALPLAX XR,2 MG COMP.LIB.PROL.X 20,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
35351,4547863,ALPLAX XR,2 MG COMP.LIB.PROL.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
23720,3337581,ALPRAZOL,0.5 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
36173,3337582,ALPRAZOL,0.5 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
36174,3337662,ALPRAZOL,1 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
28022,4877111,ALPRAZOL,2 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
36175,4877112,ALPRAZOL,2 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
44725,5899711,ALPRAZOLAM 0.5 MG PUNTANOS,0.5 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
44724,5899841,ALPRAZOLAM 1 MG PUNTANOS,1 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
31647,5055951,ALPRAZOLAM DENVER FARMA,0.5 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
40220,5055952,ALPRAZOLAM DENVER FARMA,0.5 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
31648,5056081,ALPRAZOLAM DENVER FARMA,1 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
40221,5056082,ALPRAZOLAM DENVER FARMA,1 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
33849,5056131,ALPRAZOLAM DENVER FARMA,2 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
40222,5056132,ALPRAZOLAM DENVER FARMA,2 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
49745,6247972,ALPRAZOLAM KLONAL,1 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
20946,23013,ALPRAZOLAM LUAR,0.25 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
20947,23014,ALPRAZOLAM LUAR,0.25 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
20948,23113,ALPRAZOLAM LUAR,0.5 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
20949,23114,ALPRAZOLAM LUAR,0.5 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
20950,23213,ALPRAZOLAM LUAR,1 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
20951,23214,ALPRAZOLAM LUAR,1 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
23286,4539602,ALPRAZOLAM MICROSULES,0.50 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
23287,4539603,ALPRAZOLAM MICROSULES,0.50 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
23288,4539782,ALPRAZOLAM MICROSULES,1 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
23290,4539783,ALPRAZOLAM MICROSULES,1 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
23292,4539862,ALPRAZOLAM MICROSULES,2 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
33352,5169012,ALPRAZOLAM NORTHIA,0.5 MG COMP.REC.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
33730,5169015,ALPRAZOLAM NORTHIA,0.5 MG COMP.REC.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
33415,5169152,ALPRAZOLAM NORTHIA,1 MG COMP.REC.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
33731,5169155,ALPRAZOLAM NORTHIA,1 MG COMP.REC.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
34212,5169202,ALPRAZOLAM NORTHIA,2 MG COMP.REC.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
34213,5169205,ALPRAZOLAM NORTHIA,2 MG COMP.REC.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
33901,5003772,AMZIAX,0.50 MG COMP.X 10,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
30085,500377,AMZIAX,0.50 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
30787,5003771,AMZIAX,0.50 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
33902,9933902,AMZIAX,1 MG COMP.X 10,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
30086,500382,AMZIAX,1 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
30788,5003821,AMZIAX,1 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
30087,500398,AMZIAX,2 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
34293,4439873,ANSIELIX,0.5 MG COMP.X 10,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
32954,4439871,ANSIELIX,0.5 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
32955,4439951,ANSIELIX,1 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
32956,4440001,ANSIELIX,2 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
35888,447541,BECEDE 0.5,0.5 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
22974,4475591,BECEDE 1,1 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
49770,4475671,BECEDE 2,2 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
49771,4475672,BECEDE 2,2 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
12258,3587221,BESTROL,0.5 MG COMP.X 20,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
19676,4252081,BESTROL,0.5 MG COMP.X 40,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
13402,3587223,BESTROL,0.5 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
12259,3587301,BESTROL,1 MG COMP.X 20,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
19677,4252161,BESTROL,1 MG COMP.X 40,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
13403,3587303,BESTROL,1 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
33322,5163771,CALMOL,0.25 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
31013,5030901,CALMOL,0.5 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
31014,5031031,CALMOL,1 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
33323,5163821,CALMOL,2 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
43072,5547681,DROXOL,0.50 MG COMP.MAST.X 10,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
43073,5547684,DROXOL,0.50 MG COMP.MAST.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
43074,5547687,DROXOL,0.50 MG COMP.MAST.X 60,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
43075,5547714,DROXOL,1 MG COMP.MAST.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
43076,5547717,DROXOL,1 MG COMP.MAST.X 60,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
43077,5547844,DROXOL,2 MG COMP.MAST.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
36792,4315023,EMERAL,0.5 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
32880,4315024,EMERAL,0.5 MG COMP.X 50,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
36793,4315103,EMERAL,1 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
32882,4315104,EMERAL,1 MG COMP.X 50,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
36794,4315283,EMERAL,2 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
32884,4315284,EMERAL,2 MG COMP.X 50,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
39500,5526841,FADA ALPRAZOLAM,0.5 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
39499,5526971,FADA ALPRAZOLAM,1 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
36908,4014221,ISOPROXAL,0.5 MG COMP.X 15,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
36909,4014222,ISOPROXAL,0.5 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
36910,4014223,ISOPROXAL,0.5 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
36911,4014301,ISOPROXAL,1 MG COMP.X 15,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
36912,4014302,ISOPROXAL,1 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
36913,4014303,ISOPROXAL,1 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
32467,4976173,KRAMA,0.5 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
32468,4976175,KRAMA,0.5 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
29231,4976221,KRAMA,1 MG COMP.X 30,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
29232,4976222,KRAMA,1 MG COMP.X 60,ANSIOLITICO,ALPRAZOLAM,CUBIERTOS
46925,9946925,NIVELAN-N,0.25 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
46926,9946926,NIVELAN-N,0.25 MG COMP.X 60,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
46927,9946927,NIVELAN-N,0.5 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
46928,9946928,NIVELAN-N,0.5 MG COMP.X 60,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
46929,9946929,NIVELAN-N,1 MG COMP.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
46930,9946930,NIVELAN-N,1 MG COMP.X 60,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
41504,5640711,NOVAZOLAM 0.50 MG,0.50 MG COMP.RAN.X 30,ANSIOLITICO ANTIDEPRESIVO,ALPRAZOLAM,CUBIERTOS
