,BARRA,DESCRIPCIÓN,PRESENTACION,,,,LABORATORIO,PRECIO VENTA,FRACCION,,,
200004621,7707228360093,GUANTE EXAMEN ALFA LATEX 100 UDS L,CJ,10889,9800,0.16,ALFA TRADING LTDA,1.40%,0,,,
200004626,7707228360086,GUANTE EXAMEN ALFA LATEX 100 UDS M,CJ,10889,9800,0.16,ALFA TRADING LTDA,1.40%,0,,,
200004634,7707228360079,GUANTE EXAMEN ALFA LATEX 100 UDS S,CJ,10889,9800,0.16,ALFA TRADING LTDA,1.40%,0,,,
200004627,7707228361014,GUANTE EXAMEN ALFA LATEX 100 UDS XS,CJ,10889,9800,0.16,ALFA TRADING LTDA,1.40%,0,,,
200024487,7707228362271,GUANTE EXAMEN VINILO ALFA T.L 100 UDS,CJ,9819,9819,0.16,ALFA TRADING LTDA,1.40%,0,,,
200024488,7707228362264,GUANTE EXAMEN VINILO ALFA T.M 100 UDS,CJ,9351,9351,0.16,ALFA TRADING LTDA,1.40%,0,,,
200004631,7707228362257,GUANTE EXAMEN VINILO ALFA T.S 100 UDS,CJ,9351,9351,0.16,ALFA TRADING LTDA,1.40%,0,,,
200004632,7707228362356,GUANTE NITRILO ALFA AZUL PAR TALLA L,BOL,769,769,0.16,ALFA TRADING LTDA,1.40%,0,,,
200004623,7707228362332,GUANTE NITRILO ALFA AZUL PAR TALLA S,BOL,769,769,0.16,ALFA TRADING LTDA,1.40%,0,,,
200004624,7707228360635,GUANTE NITRILO ALFA AZUL T. L 100 UDS,CJ,27274,25975,0.16,ALFA TRADING LTDA,1.40%,0,,,
200024486,7707228360611,GUANTE NITRILO ALFA AZUL T. S 100 UDS,CJ,27274,27274,0.16,ALFA TRADING LTDA,1.40%,0,,,
200025532,7707228362349,GUANTE NITRILO ALFA AZUL TALLA  M,BOL,769,769,0.16,ALFA TRADING LTDA,1.40%,0,,,
200004663,7707228365852,GUANTE NITRILO ALFA LIV.AZUL T.L 100 UDS,CJ,15273,15273,0.16,ALFA TRADING LTDA,1.40%,0,,,
200025874,7707228365845,GUANTE NITRILO ALFA LIV.AZUL T.M 100 UDS,CJ,15273,15273,0.16,ALFA TRADING LTDA,1.40%,0,,,
100000539,7707228365838,GUANTE NITRILO ALFA LIV.AZUL T.S 100 UDS,CJ,15273,15273,0.16,ALFA TRADING LTDA,1.40%,0,,,
200004642,7707228363049,GUANTE NITRILO ALFA NEGRO TALLA L,BOL,769,675,0.16,ALFA TRADING LTDA,1.40%,0,,,
200004641,7707228363032,GUANTE NITRILO ALFA NEGRO TALLA M,BOL,769,675,0.16,ALFA TRADING LTDA,1.40%,0,,,
200004640,7707228361601,GUANTE SILICONADO ALFA 4 UDS TALLA L,UN,873,873,0.16,ALFA TRADING LTDA,1.40%,0,,,
200004637,7707228361595,GUANTE SILICONADO ALFA 4 UDS TALLA M,UN,873,873,0.16,ALFA TRADING LTDA,1.40%,0,,,
200004635,7707228361588,GUANTE SILICONADO ALFA 4 UDS TALLA S,UN,873,873,0.16,ALFA TRADING LTDA,1.40%,0,,,
200009937,7707228364053,JER.ALFA INS.0.3 ML 31G X1/3(8MM)TN 10UD,BOL,2857,2208,0.16,ALFA TRADING LTDA,1.40%,0,,,
200009940,7707228361861,JERINGA ALFA 3P 10 CC 21 X 1 1/2,UN,156,156,0.16,ALFA TRADING LTDA,1.40%,0,,,
200027629,7707228362301,JERINGA ALFA 3P 2 ML 21 X 1 1/2 100 UDS,CJ,14027,14027,0.16,ALFA TRADING LTDA,1.40%,0,,,
200027630,7707228361809,JERINGA ALFA 3P 20 CC 21 X 1 1/2,UN,333,333,0.16,ALFA TRADING LTDA,1.40%,0,,,
200027631,7707228361847,JERINGA ALFA 3P 3 ML 21X1 1/2 100 UDS,CJ,14027,11923,0.16,ALFA TRADING LTDA,1.40%,0,,,
200020677,7707228361830,JERINGA ALFA 3P 3 ML 23 X 1 100 UDS,CJ,14027,14027,0.16,ALFA TRADING LTDA,1.40%,0,,,
200023330,7707228361854,JERINGA ALFA 3P 5 CC 21 X 1 1/2 100 UDS,CJ,14754,12541,0.16,ALFA TRADING LTDA,1.40%,0,,,
200005579,7707228363834,JERINGA ALFA INS.0.3ML 31GX1/3 8MM 100UD,CJ,24001,20401,0.16,ALFA TRADING LTDA,1.40%,0,,,
200005581,7707228364114,JERINGA ALFA INS.0.5 ML 31GX1/3(8MM)100U,CJ,28573,24287,0.16,ALFA TRADING LTDA,1.40%,0,,,
200005580,7707228365623,JERINGA ALFA INS.0.5ML 30GX1/3(8MM)100UD,CJ,20780,17663,0.16,ALFA TRADING LTDA,1.40%,0,,,
200023157,7707228361823,JERINGA ALFA INS.1 CC 29G X1/2 13MM 100U,CJ,20728,17619,0.16,ALFA TRADING LTDA,1.40%,0,,,
200005578,7707228365654,JERINGA ALFA INS.1 CC 30GX 1/3 8MM 100UD,CJ,23897,20312,0.16,ALFA TRADING LTDA,1.40%,0,,,
200024528,7707228364077,JERINGA ALFA INS.1 ML 27GX1/2(13MM)100UD,CJ,19429,16515,0.16,ALFA TRADING LTDA,1.40%,0,,,
100017791,7707228364251,JERINGA ALFA INS.1 ML 31GX1/3(8MM)100UDS,CJ,25975,17663,0.16,ALFA TRADING LTDA,1.40%,0,,,
100020962,7707228362929,JERINGA ALFA SAFE 50 CC 21 G X 1 1/2,UN,925,925,0.16,ALFA TRADING LTDA,1.40%,0,,,
100017782,7707228360703,KIT DE BIOSEGURIDAD ALFA SAFE,KIT,9819,9819,0.16,ALFA TRADING LTDA,1.40%,0,,,
100017790,7707228360338,KIT DE INYECTOLOGIA CON JERINGA,UN,956,956,0.16,ALFA TRADING LTDA,1.40%,0,,,
100017781,7707228365821,MICROPORE PIEL ALFA 1/2X1 24 UDS,CJ,21365,21365,0,ALFA TRADING LTDA,1.40%,0, ,,
100018028,7707228363582,PANAL ADULTO PREMIUM ALFA UNIDAD TALLA M,UN,1486,1403,0.16,ALFA TRADING LTDA,1.40%,0,,,
200023037,7707228360680,SABANA DESECHABLE AJUSTABLE ALFA,UN,2701,2701,0.16,ALFA TRADING LTDA,1.40%,0,,,
200023036,7707228361922,TAPABOCA DESECH.ALFA BLANCO E.I 50 UDS,BOL,10390,10390,0.16,ALFA TRADING LTDA,1.40%,0,,,
100021716,7707228361939,TAPABOCA DESECHABLE ALFA AZUL E.I 50 UDS,BOL,10390,10390,0.16,ALFA TRADING LTDA,1.40%,0,,,
100020421,7707228365548,TAPABOCA INFANTIL ALFA E.I 10 UDS,BOL,2514,2514,0.16,ALFA TRADING LTDA,1.40%,0,,,
100020821,7707228366446,TAPABOCA PEDIATRICO ALFA E.I 25 UDS,BOL,6857,6857,0.16,ALFA TRADING LTDA,1.40%,0,,,
200028966,7707228363933,TENSIOMETRO DIG.ALFA BRAZO PG-800 B9 (A),UN,74746,74746,0.16,ALFA TRADING LTDA,1.40%,0,,,
100021190,7707228363926,TENSIOMETRO DIGITAL ALFA MUNECA PG-800A9,UN,49830,49830,0.16,ALFA TRADING LTDA,1.40%,0,,,
100020187,7707228361021,TERMOMETRO DIGITAL ALFA,UN,7793,7793,0.16,ALFA TRADING LTDA,1.40%,0,,,
100020817,7707228363506,TERMOMETRO DIGITAL FLEXIBLE ALFA,UN,10130,10130,0.16,ALFA TRADING LTDA,1.40%,0,,,
100020819,7707228363797,TERMOMETRO DIGITAL INFAN COCODRILO ALFA,UN,14515,14515,0.16,ALFA TRADING LTDA,1.40%,0,,,
100020822,7707228363780,TERMOMETRO DIGITAL INFAN DINOSAURIO ALFA,UN,14515,14515,0.16,ALFA TRADING LTDA,1.40%,0,,,
100020820,7707228363773,TERMOMETRO DIGITAL INFAN OSO PANDA ALFA,UN,14515,11612,0.16,ALFA TRADING LTDA,1.40%,0,,,
100020186,7707228363766,TERMOMETRO DIGITAL INFANTIL MICO ALFA,UN,14515,11612,0.16,ALFA TRADING LTDA,1.40%,0,,,
100020188,7707228360291,TERMOMETRO ORAL EN VIDRIO ALFA 12 UDS,CJ,12956,12956,0.16,ALFA TRADING LTDA,1.40%,0,,,
100020818,7707228360727,VENDA ELASTICA PIEL ALFA SAFE 2X5,UN,887,887,0,ALFA TRADING LTDA,1.40%,0,,,
100020252,7707228360734,VENDA ELASTICA PIEL ALFA SAFE 3X5,UN,1400,1400,0,ALFA TRADING LTDA,1.40%,0,,,
100020256,7707228360741,VENDA ELASTICA PIEL ALFA SAFE 4X5,UN,1843,1843,0,ALFA TRADING LTDA,1.40%,0,,,
100020185,7707228360758,VENDA ELASTICA PIEL ALFA SAFE 5X5,UN,2357,2357,0,ALFA TRADING LTDA,1.40%,0,,,
200028967,7707228360765,VENDA ELASTICA PIEL ALFA SAFE 6X5,UN,2928,2928,0,ALFA TRADING LTDA,1.40%,0,,,
100020257,7707228360796,VENDA FIJA BLANCA ALFA 2 X 2.2 MTS,UN,1575,1575,0,ALFA TRADING LTDA,1.40%,0,,,
100017035,7707228360819,VENDA FIJA BLANCA ALFA 3 X 2.2 MTS,UN,2042,2042,0,ALFA TRADING LTDA,1.40%,0,,,
100017031,7707228360833,VENDA FIJA BLANCA ALFA 4 X 2.2 MTS,UN,2392,2392,0,ALFA TRADING LTDA,1.40%,0,,,
100017120,7707228360857,VENDA FIJA BLANCA ALFA 5 X 2.2 MTS,UN,2975,2975,0,ALFA TRADING LTDA,1.40%,0,,,
200021155,7707228360871,VENDA FIJA BLANCA ALFA 6 X 2.2 MTS,UN,3442,3442,0,ALFA TRADING LTDA,1.40%,0,,,
200002931,7707228360666,ZAPATON POLAINA ALFA SAFE,BOL,561,561,0.16,ALFA TRADING LTDA,1.40%,0,,,
200002933,7707206423802,ACEITE OLIVAS ANDALUZ PURO LATA 140 ML,LAT,5335,4736,0.16,ALIMENTARIA DE COLOMBIA S,1.40%,0,,,
100009685,7707206423901,ACEITE OLIVAS ANDALUZ PURO LATA 500 ML,LAT,12697,12524,0.16,ALIMENTARIA DE COLOMBIA S,1.40%,0,,,
100016595,7707236679279,ACULAR LS 0.4% 5 ML (M),FCO,62639,62639,0,ALLERGAN DE COLOMBIA S.A,0.5%,0,,,
200027070,7707236675073,ACUVAIL CAJA 30 VIALES (A),CJ,69309,69309,0,ALLERGAN DE COLOMBIA S.A,0.5%,0,,,
200004009,7707236671549,ALBASOL SOLUCION OFTALMICA 15 ML,FCO,24128,24128,0,ALLERGAN DE COLOMBIA S.A,0.3%,0,,,
200004006,7707236677732,ALPHAGAN P SOLUCION OFTALMICA 5 ML(A)(M),FCO,103019,103019,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
200010144,7707236678098,ALPHAGAN SOLUCION OFTALMICA 5 ML (M),FCO,103019,103019,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
200025362,7707236672041,BLEF 10 SOLUCION OFTALMICA 15 ML,FCO,21390,21390,0,ALLERGAN DE COLOMBIA S.A,0.3%,0,,,
200025363,7707236674953,COMBIGAN SOLUCION OFTALMICA 10 ML(A),FCO,206645,206645,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
200025361,7707236671105,COMBIGAN SOLUCION OFTALMICA 5 ML (A),FCO,117700,117700,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
100013675,7707236670290,CONJUNTIN S SUSPENSION OFTALMICA 5 ML (T,FCO,32287,32287,0,ALLERGAN DE COLOMBIA S.A,0.3%,0,,,
100014510,7707236679118,ENDURA SOLUCION OFTALMICA 15 ML,FCO,48054,48054,0,ALLERGAN DE COLOMBIA S.A,0.3%,0,,,
100013677,7707236674465,FLUMEX NEO SUSPENSION OFTALMICA 5 ML,FCO,24035,24035,0,ALLERGAN DE COLOMBIA S.A,1.10%,0,,,
100013684,7707236672119,FLUMEX SUSUPENSION OFTALMICA 5 ML,FCO,26727,26727,0,ALLERGAN DE COLOMBIA S.A,1.10%,0,,,
100013680,7707236675882,GANFORT GOTERO 3 ML  (A),FCO,147624,147624,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
100013681,7707236678562,LACRIL LIQUIFILM LAGRIMAS 15 ML,FCO,25737,25737,0,ALLERGAN DE COLOMBIA S.A,0.3%,0,,,
100014260,7707236672904,LASTACAFT SOLUCION OFTALMICA 3 ML,UN,84844,84844,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
100014264,7707236671570,LUMIGAN 0.03% SOLUCION OFTALM 3 ML  (A),FCO,145514,145514,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
100016174,7707236675981,LUMIGAN RC SOLUCION OFTALMICA 3 ML (A),FCO,145514,145514,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
100016175,7707236673086,OPTIVE ADVANCE SOLUCION OFTALMICA 15 ML,FCO,45452,45452,0,ALLERGAN DE COLOMBIA S.A,0.3%,0,,,
100015795,7707236673048,OPTIVE SOLUCION OFTALMICA 10 ML (T),FCO,29424,29424,0,ALLERGAN DE COLOMBIA S.A,0.3%,0,,,
100013678,7707236674274,OPTIVE SOLUCION OFTALMICA 15 ML(M),FCO,41320,41320,0,ALLERGAN DE COLOMBIA S.A,0.3%,0,,,
100013686,7707236677299,PRED-F 1.0% GOTAS 5 ML (T),FCO,47250,47250,0,ALLERGAN DE COLOMBIA S.A,0.5%,0,,,
100013676,7707236670658,PREDNEFRIN 0.12% GOTAS 5 ML,FCO,27149,27149,0,ALLERGAN DE COLOMBIA S.A,0.5%,0,,,
100013679,7707236670566,REFRESH LIQUIGEL 15 ML (M),FCO,45014,45014,0,ALLERGAN DE COLOMBIA S.A,0.3%,0,,,
100013682,7707236679514,REFRESH TEARS GOTAS LUBRICANTES 10 ML (T,FCO,29193,29193,0,ALLERGAN DE COLOMBIA S.A,0.3%,0,,,
100022407,7707236677985,REFRESH TEARS GOTAS LUBRICANTES 15 ML(M),CJ,40564,40564,0,ALLERGAN DE COLOMBIA S.A,0.3%,0,,,
100022161,7707236676797,RELESTAT GOTAS 10 MILILITROS (A) (M),FCO,136954,136954,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
100021980,7707236670177,RELESTAT GOTAS 5 ML(M),FCO,75753,75753,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
100021720,7707236673468,RESTASIS 0.05% 0.4 ML 30 VIALES(A),CJ,162940,162940,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
100021979,7707236672195,TOBRAGAN D SOLUCION OFTALMICA 5 ML (M),FCO,43333,43333,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
100021983,7707236671860,ZYMARAN 0.3% SOLUCION OFTALMICA 5 ML (M),FCO,73516,73516,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
100021984,7707236670153,ZYMAXID 5 ML GOTAS,FCO,75721,75721,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
100021985,7707236675578,ZYPRED FRASCO 6 ML (A) (T),FCO,83170,83170,0,ALLERGAN DE COLOMBIA S.A,0.1%,0,,,
100021721,7707178603264,CHA.BABY SOFT CAB.CLA.400+RN.200 ML P.E,OFE,8967,8967,0.16,ALTIPAL S.A,1.45%,0,,,
100021970,7707178602830,CHA.BABY SOFT CAB.CLAROS 100 ML,UN,2665,2665,0.16,ALTIPAL S.A,1.45%,0,,,
100021977,7707178602847,CHA.BABY SOFT CAB.CLAROS 200 ML,UN,5301,5301,0.16,ALTIPAL S.A,1.45%,0,,,
100022162,7707178602854,CHA.BABY SOFT CAB.CLAROS 400 ML,UN,7602,7602,0.16,ALTIPAL S.A,1.45%,0,,,
100021975,7707178602861,CHA.BABY SOFT CAB.CLAROS 800 ML,UN,11846,11846,0.16,ALTIPAL S.A,1.45%,0,,,
100021986,7707178603240,CHA.BABY SOFT CAB.DOC 400 ML+200 ML P.E.,OFE,8258,8258,0.16,ALTIPAL S.A,1.45%,0,,,
100021974,7707178602939,CHA.BABY SOFT CABELLO DOCIL 100 ML,UN,2665,2665,0.16,ALTIPAL S.A,1.45%,0,,,
100021990,7707178602946,CHA.BABY SOFT CABELLO DOCIL 200 ML,UN,5301,5301,0.16,ALTIPAL S.A,1.45%,0,,,
100021989,7707178602953,CHA.BABY SOFT CABELLO DOCIL 400 ML,UN,7602,7602,0.16,ALTIPAL S.A,1.45%,0,,,
100021982,7707178602960,CHA.BABY SOFT CABELLO DOCIL 800 ML,UN,11846,11846,0.16,ALTIPAL S.A,1.45%,0,,,
100021988,7707178603219,CHA.BABY SOFT CUI.DEL 400 ML+200 ML P.E.,OFE,8258,7550,0.16,ALTIPAL S.A,1.45%,0,,,
100021969,7707178603257,CHA.BABY SOFT CUI.DEL.400+RN.200 ML P.E,OFE,8967,8967,0.16,ALTIPAL S.A,1.45%,0,,,
100021976,7707178603271,CHA.BABY SOFT CUI.NUT 400+RN.200 ML P.E,OFE,8967,8967,0.16,ALTIPAL S.A,1.45%,0,,,
100021967,7707178603233,CHA.BABY SOFT CUI.NUT.400 ML+200 ML,OFE,8258,8258,0.16,ALTIPAL S.A,1.45%,0,,,
100021968,7707178602786,CHA.BABY SOFT CUIDADO DELICADO 100 ML,UN,2665,2505,0.16,ALTIPAL S.A,1.45%,0,,,
100021981,7707178602779,CHA.BABY SOFT CUIDADO DELICADO 20 SBS,CJ,5650,5363,0.16,ALTIPAL S.A,1.45%,0,,,
100021987,7707178602793,CHA.BABY SOFT CUIDADO DELICADO 200 ML,UN,5301,5301,0.16,ALTIPAL S.A,1.45%,0,,,
100021973,7707178602816,CHA.BABY SOFT CUIDADO DELICADO 800 ML,UN,11846,11846,0.16,ALTIPAL S.A,1.45%,0,,,
100021972,7707178602885,CHA.BABY SOFT CUIDADO NUTRITIVO 100 ML,UN,2665,2665,0.16,ALTIPAL S.A,1.45%,0,,,
100021978,7707178602892,CHA.BABY SOFT CUIDADO NUTRITIVO 200 ML,UN,5301,5301,0.16,ALTIPAL S.A,1.45%,0,,,
100015726,7707178602908,CHA.BABY SOFT CUIDADO NUTRITIVO 400 ML,UN,7602,7602,0.16,ALTIPAL S.A,1.45%,0,,,
100015729,7707178602915,CHA.BABY SOFT CUIDADO NUTRITIVO 800 ML,UN,11846,11846,0.16,ALTIPAL S.A,1.45%,0,,,
100015728,7707178603035,RINSE BABY SOFT CABELLO CLARO 400 ML,UN,10514,10296,0.16,ALTIPAL S.A,1.45%,0,,,
100015752,7707178602991,RINSE BABY SOFT CUIDADO DELICADO 200 ML,UN,6409,6409,0.16,ALTIPAL S.A,1.45%,0,,,
100015753,7707178603004,RINSE BABY SOFT CUIDADO DELICADO 400 ML,UN,10514,10296,0.16,ALTIPAL S.A,1.45%,0,,,
100015737,612197600002,ENTEREX DIABETIC 237 ML,TAR,10474,8419,0,AMAREY NOVA MEDICAL S.A.,1.20%,0,,,
100020130,612197611206,ENTEREX DIABETIC FRESA 237 ML,TAR,10474,8419,0,AMAREY NOVA MEDICAL S.A.,1.20%,0,,,
200005182,612197111119,ENTEREX ESPESANTE 227 GR,TAR,31779,28921,0.16,AMAREY NOVA MEDICAL S.A.,1.40%,0,,,
200005153,612197420006,ENTEREX POLVO VAINILLA 1000 GR (A),TAR,79450,62983,0,AMAREY NOVA MEDICAL S.A.,1.20%,0,,,
200005159,612197333337,ENTEREX RENAL 237 ML(E6)  (IVA),TAR,15023,16417,0.16,AMAREY NOVA MEDICAL S.A.,1.40%,0,,,
100017186,612197522229,PROTEINEX POLVO 275 GR,TAR,63558,56428,0.16,AMAREY NOVA MEDICAL S.A.,1.40%,0,,,
100015615,7706183360001,ALUMBRE BARRA APROQUIM,UN,359,359,0.16,APROQUIM LTDA,1.40%,0,,,
200024099,7706183391067,BOTIQUIN APROQUIM PRIMEROS AUXILIOS,UN,19057,19057,0.16,APROQUIM LTDA,1.40%,0,,,
200024098,7706183370000,CREMA DE LIMON APROQUIM 12 UDS,DOC,1995,1995,0.16,APROQUIM LTDA,1.40%,0,,,
200008505,7706183390039,MIEL DE ROSAS FRASCO 20 ML 25 UDS,FCO,15312,15312,0.16,APROQUIM LTDA,1.40%,0,,,
200008506,7706183380009,VASELINA 12 UDS APROQUIM,DOC,1929,1929,0.16,APROQUIM LTDA,1.40%,0,,,
200025013,7706183391074,VASELINA PURA 460 GR APROQUIM,POT,6128,6128,0.16,APROQUIM LTDA,1.40%,0,,,
200025014,7706183391050,VASELINA PURA 80 GR APROQUIM,POT,1904,1904,0.16,APROQUIM LTDA,1.40%,0,,,
200027776,7706183381006,VASELINA SABORES 12 UDS APROQUIM,DOC,2470,2470,0.16,APROQUIM LTDA,1.40%,0,,,
200027775,77011121,LUZ ZUL GOTAS,UN,7111,7111,0,ARANGO VELEZ MARIA MARGAR,1.10%,0,,,
200030871,6001390124479,ALDOMET 250 MG 30 TABLETAS,CJ,34855,34855,0,ASPEN COLOMBIANA SAS,0.3%,0,,,
100021718,6001390118270,ALDOMET 500 MG 30 TABLETAS,CJ,67750,54084,0,ASPEN COLOMBIANA SAS,0.3%,0,,,
100021966,7707213870088,DECA-DURABOLIN 10 AMPOLLAS  (A),CJ,141644,141644,0,ASPEN COLOMBIANA SAS,0.3%,0,,,
100021971,6091403202553,ELTROXIN 100 MCG 50 TABLETAS (PB),CJ,30253,20623,0,ASPEN COLOMBIANA SAS,1.30%,0,,,
100021719,6091403202263,ELTROXIN 50 MCG 50 TABLETAS (PB),CJ,19624,19624,0,ASPEN COLOMBIANA SAS,0.1%,0,,,
100021655,6091403213177,ENABLEX 15 MG 14 TABLETAS (A),CJ,92869,92869,0,ASPEN COLOMBIANA SAS,0.1%,0,,,
200031752,6091403213238,ENABLEX 15 MG 28 TBS,CJ,173605,173605,0,ASPEN COLOMBIANA SAS,0.1%,0,,,
100021702,6091403213160,ENABLEX 7.5 MG 14 TABLETAS (A),CJ,76536,76536,0,ASPEN COLOMBIANA SAS,0.1%,0,,,
100021653,6091403213221,ENABLEX 7.5 MG 28 TABLETAS (A),CJ,145254,145254,0,ASPEN COLOMBIANA SAS,0.1%,0,,,
100021654,7707213870194,GRACIAL 22 COMPRIMIDOS,CJ,56800,56800,0,ASPEN COLOMBIANA SAS,0.1%,0,,,
100021652,74410248,LECHE DE MAGNESIA PHILLIPS 120 ML,FCO,2972,2972,0,ASPEN COLOMBIANA SAS,1.10%,0,,,
100021651,74410279,LECHE DE MAGNESIA PHILLIPS 360 ML,FCO,8294,8294,0,ASPEN COLOMBIANA SAS,1.10%,0,,,
200029274,74410262,LECHE DE MAGNESIA PHILLIPS MENTA 120 ML,FCO,2972,2972,0,ASPEN COLOMBIANA SAS,1.10%,0,,,
200029273,7702502248401,METICORTEN 50 MG 100 TABLETAS (A),CJ,137859,137859,0,ASPEN COLOMBIANA SAS,0.5%,0,,,
100020347,7707213870255,OVESTIN 0.5 MG 15 OVULOS (A),CJ,66133,66133,0,ASPEN COLOMBIANA SAS,0.1%,0,,,
100020346,7707213870064,OVESTIN CREMA VAGINAL 15 GR,TBO,60314,60314,0,ASPEN COLOMBIANA SAS,0.1%,0,,,
100020345,7502253070784,PROGRESS GOLD 400 GR NF,TAR,27643,27643,0,ASPEN COLOMBIANA SAS,0.7%-,0,,,
100020349,7502253070791,PROGRESS GOLD 900 GR NF,TAR,55924,55924,0,ASPEN COLOMBIANA SAS,0.7%-,0,,,
100021656,7502253070753,PROMIL GOLD 400 GR ETAPA 2 NF (M),TAR,34445,34445,0,ASPEN COLOMBIANA SAS,0.7%-,0,,,
200027021,7502253070760,PROMIL GOLD 900 GR NF (A),TAR,70404,70404,0,ASPEN COLOMBIANA SAS,0.7%-,0,,,
200032592,7502253071651,S-26 400 MAMA VAINILLA 400 GR,TAR,39274,39274,0.16,ASPEN COLOMBIANA SAS,1.20%,0,,,
200004657,7502253071675,S-26 AR 400 GR,TAR,39388,39388,0,ASPEN COLOMBIANA SAS,0.7%-,0,,,
200004655,7502253071668,S-26 COMFORT GOLD 400 GR (M),TAR,42473,42473,0,ASPEN COLOMBIANA SAS,0.7%-,0,,,
100007769,7502253071705,S-26 COMFORT GOLD 900 GR,TAR,83059,83059,0,ASPEN COLOMBIANA SAS,0.7%-,0,,,
200030020,7502253070722,S-26 GOLD 400 GR NF,TAR,37942,37942,0,ASPEN COLOMBIANA SAS,0.7%-,0,,,
200030021,7502253070739,S-26 GOLD 900 GR NF (A),TAR,77116,77116,0,ASPEN COLOMBIANA SAS,0.7%-,0,,,
200031135,7502253071712,S-26 HA GOLD 400 GR (M),TAR,40676,40676,0,ASPEN COLOMBIANA SAS,0.7%-,0,,,
100019310,7502253071682,S-26 LIBRE DE LACTOSA 400 GR,UN,40982,40982,0,ASPEN COLOMBIANA SAS,0.7%-,0,,,
100019311,7502253071699,S-26 NURSOY 400 GR (M),TAR,37565,37565,0.16,ASPEN COLOMBIANA SAS,1.20%,0,,,
,7502253071637,S-26 PDF GOLD 400 GR,TAR,41275,41275,0,ASPEN COLOMBIANA SAS,0.7%-,0,,,
200027638,7896206407056,ATACAND 16 MG 20 TABLETAS,CJ,159610,159610,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200028348,7321831673151,ATACAND 16 MG 30 TABLETAS,CJ,239415,239415,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200028780,7321839721465,ATACAND 32 MG 14 TABLETAS (A),CJ,171663,163564,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200021648,7896206407049,ATACAND 8 MG 20 TABLETAS,CJ,124425,124425,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200027183,7321831673175,ATACAND 8 MG 30 TABLETAS,CJ,186637,186637,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200012161,7896206405113,ATACAND PLUS 16/12.5 MG 30 TBS (A),CJ,253245,253245,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200006340,7321831621688,ATACAND PLUS 32/12.5 MG 14 TBS(A),CJ,177833,177833,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200006337,7896206405137,BETALOC 100 MG 20 TABLETAS,CJ,55885,55885,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200006369,7896206405120,BETALOC 50 MG 20 TABLETAS,CJ,33942,33942,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200006339,7501098608732,BETALOC ZOK 100 MG 20 TABLETAS,CJ,94053,94053,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200027189,7501098607667,BETALOC ZOK 100 MG 30 TABLETAS,CJ,131656,131656,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200019505,7501098607773,BETALOC ZOK 200 MG 30 TABLETAS (A),CJ,228737,228737,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200014589,7501098608718,BETALOC ZOK 25 MG 20 TABLETAS,CJ,66438,66438,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200020416,7501098608084,BETALOC ZOK 25 MG 30 TABLETAS,CJ,99657,99657,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200020415,7501098608725,BETALOC ZOK 50 MG 20 TABLETAS,CJ,45377,44541,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200020417,7501098607728,BETALOC ZOK 50 MG 30 TABLETAS (M),CJ,68065,68065,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200020418,7896206405496,BRILINTA 90 MG 20 COMPRIMIDOS,CJ,83364,83364,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200023278,7896206405502,BRILINTA 90 MG 30 COMPRIMIDOS,CJ,118775,118775,0,ASTRA ZENECA COLOMBIA S.A,0.5%-,0,,,
200023279,7709990250619,BYDUREON 2 MG 4 VIALES (E123456)(R),CJ,438966,423713,0,ASTRA ZENECA COLOMBIA S.A,1.10%,0,,,
