200009711,382903001835,RECOLECTOR DE CORTO PUNZANTES 2.9 LTS BD,UN,9422,9422,0.16,BECTON DICKINSON,A52,0
200020523,382903002795,RECOLECTOR GUARDIAN BD 1.4 LTS,UN,7003,7003,0.16,BECTON DICKINSON,A52,0
200004625,382903023462,AGUJA B-D 18 X 1,UN,115,102,0.16,BECTON DICKINSON,A52,11.3
200004621,382903023479,AGUJA B-D 18 X 1.5,UN,115,102,0.16,BECTON DICKINSON,A52,11.3
200004626,382903023493,AGUJA B-D 20 X 1,UN,98,98,0.16,BECTON DICKINSON,A52,0
200004634,382903023509,AGUJA B-D 20 X 1 1/2,UN,98,98,0.16,BECTON DICKINSON,A52,0
200004627,382903023516,AGUJA B-D 21 X 1,UN,98,98,0.16,BECTON DICKINSON,A52,0
200024487,382903023530,AGUJA B-D 22G X 1 HIPODERMICA,UN,98,88,0.16,BECTON DICKINSON,A52,10.2
200024488,382903023547,AGUJA B-D 22G X 1.1/2 HIPODERMICA,UN,98,98,0.16,BECTON DICKINSON,A52,0
200004631,382903023554,AGUJA B-D 23 X 1,UN,98,86,0.16,BECTON DICKINSON,A52,12.24
200004623,382903023585,AGUJA B-D 27G X 1/2 HIPODERMICA,UN,98,98,0.16,BECTON DICKINSON,A52,0
200004624,382903051076,AGUJA B-D 30 X 1/2,UN,134,118,0.16,BECTON DICKINSON,A52,11.94
200024486,382903051083,AGUJA B-D 30G X 1 HIPODERMICA,UN,134,134,0.16,BECTON DICKINSON,A52,0
200025532,382903096206,JERINGA BD HIPODERMI.60 ML PUNTA CATETER,UN,1700,1700,0.16,BECTON DICKINSON,A52,0
200004663,382903096534,JERINGA BD 3P 60 ML,UN,1700,1500,0.16,BECTON DICKINSON,A52,11.76
100000539,382903268955,PANITOS C.ALCOHOL BD 100 UDS,CJ,11784,11784,0,BECTON DICKINSON,A52,0
200004642,382903883110,CATETER B-D INSYTE 24GA X 0.75 24GAX3/4,UN,2480,2480,0,BECTON DICKINSON,A52,0
200004641,382903883127,CATETER B-D INSYTE 22GA X 1.00 22GAX1,UN,2395,2395,0,BECTON DICKINSON,A52,0
200004640,382903883141,CATETER B-D INSYTE 20GA X1.16 20GAX1.1/4,UN,2395,2395,0,BECTON DICKINSON,A52,0
200004637,382903883172,CATETER B-D INSYTE 18GA X1.16 18GAX1.1/4,UN,2395,2395,0,BECTON DICKINSON,A52,0
200004635,382903883226,CATETER B-D INSYTE 14GA X 1.75 14GAX2,UN,3254,3254,0,BECTON DICKINSON,A52,0
200009937,382903883332,CATETER B-D IV ANGIOCATH 20 G,UN,1373,1373,0,BECTON DICKINSON,A52,0
200009940,382903883363,CATETER B-D IV ANGIOCATH 24 G,UN,1373,1516,0,BECTON DICKINSON,A52,10.42
200027629,382904916015,JERINGA BD INS.0.3ML 31GX6MM 10 UDS,BOL,3481,3481,0.16,BECTON DICKINSON,A52,0
200027630,382904917012,JERINGA BD INS.0.5 ML 31GX6MM 10 UDS,BOL,3481,3481,0.16,BECTON DICKINSON,A52,0
200027631,382904918019,JERINGA BD INS.1ML 31GX6MM 10 UDS,BOL,3481,3481,0.16,BECTON DICKINSON,A52,0
200020677,382906713018,JERINGA BD INS.0.5ML 31GX8MM,UN,399,399,0.16,BECTON DICKINSON,A52,0
200023330,382906732019,JERINGA BD INS.1ML 30GX8MM 1UNIDAD,BOL,399,399,0.16,BECTON DICKINSON,A52,0
200005579,608875003128,COMPOTAS HEINZ MANZANA 113 GR,UN,1063,1063,0.16,COLOMBIANA DE COMERCIO,B12,0
200005581,608875003142,COMPOTAS HEINZ PERA 113 GR,UN,1063,1063,0.16,COLOMBIANA DE COMERCIO,B12,0
200005580,608875003159,COMPOTAS HEINZ MELOCOTON 113 GR,UN,1063,1063,0.16,COLOMBIANA DE COMERCIO,B12,0
200023157,608875003241,COMPOTAS HEINZ CIRUELAS PASAS 113 GR,UN,1069,1069,0.16,COLOMBIANA DE COMERCIO,B12,0
200005578,608875003272,COMPOTAS HEINZ COCTEL DE FRUTAS 113 GR,UN,1063,1063,0.16,COLOMBIANA DE COMERCIO,B12,0
200024528,608875004132,COMPOTAS HEINZ CRECIDITOS MANZANA 170 GR,UN,1482,1482,0.16,COLOMBIANA DE COMERCIO,B12,0
100017791,612197111119,ENTEREX ESPESANTE 227 GR,TAR,28921,28921,0.16,AMAREY NOVA MEDICAL S.A.,I96,0
100017783,612197120005,ENTEREX POLVO VAINILLA 400 GR,TAR,36517,36517,0,AMAREY NOVA MEDICAL S.A.,I96,0
100017784,612197120203,ENTEREX POLVO FRESA 400 GR,TAR,36517,34777,0,AMAREY NOVA MEDICAL S.A.,I96,4.76
100020961,612197210003,ENTEREX FOS 237 ML,TAR,10064,9110,0.16,AMAREY NOVA MEDICAL S.A.,I96,9.48
100020962,612197333337,ENTEREX RENAL 237 ML(E6)  (IVA),TAR,16417,14152,0.16,AMAREY NOVA MEDICAL S.A.,I96,13.8
100017782,612197420006,ENTEREX POLVO VAINILLA 1000 GR (A),TAR,71529,71529,0,AMAREY NOVA MEDICAL S.A.,I96,0
100017790,612197522229,PROTEINEX POLVO 275 GR,TAR,56428,53741,0.16,AMAREY NOVA MEDICAL S.A.,I96,4.76
100017781,612197600002,ENTEREX DIABETIC 237 ML,TAR,9561,9561,0,AMAREY NOVA MEDICAL S.A.,I96,0
100018028,612197600200,ENTEREX DIABETIC FRESA 237 ML,TAR,9561,9561,0,AMAREY NOVA MEDICAL S.A.,I96,0
100021674,612197755559,GLUTAPAK R SOBRE 15 GRAMOS,UN,24552,24552,0.16,AMAREY NOVA MEDICAL S.A.,I96,0
200023037,645667176455,TENEDOR TAMI 20 UNIDADES,PAQ,632,632,0.16,AJOVER S.A,A12,0
200023036,645667176493,CUCHARA DESECHABLE BLANCA TAMI 20 UDS,PAQ,435,435,0.16,AJOVER S.A,A12,0
200019617,650240001864,CICATRICURE GEL 60 GR,TBO,31575,31575,0.16,GENOMMA LAB.COLOMBIA,I78,0
200019937,650240003196,CICATRICURE CREMA 60 GR,TBO,30709,30709,0.16,GENOMMA LAB.COLOMBIA,I78,0
200023574,650240003974,CICATRICURE GEL 30 GR,TBO,22076,22076,0.16,GENOMMA LAB.COLOMBIA,I78,0
200019624,650240004001,ASEPXIA GEL SPOT 28 GR,TBO,12586,12586,0.16,GENOMMA LAB.COLOMBIA,I78,0
200019618,650240004216,TOA.HUMEDAS ASEPXIA 25 UDS,PAQ,12652,12652,0.16,GENOMMA LAB.COLOMBIA,I78,0
200019756,650240004223,TOA.HUMEDAS ASEPXIA 10 UDS,PAQ,7904,7904,0.16,GENOMMA LAB.COLOMBIA,I78,0
200019621,650240004278,JABON ASEPXIA HERBAL 100 GR,UN,4265,4265,0.16,GENOMMA LAB.COLOMBIA,I78,0
200019622,650240004292,JABON ASEPXIA FORTE 100 GR,UN,4265,4265,0.16,GENOMMA LAB.COLOMBIA,I78,0
200019613,650240004605,GOICOECHEA CREMA ANTI-CELULITIS 400 ML,FCO,14170,14170,0.16,GENOMMA LAB.COLOMBIA,I78,0
200019623,650240004643,JABON ASEPXIA EXFOLIANTE 100 GR,UN,4265,4265,0.16,GENOMMA LAB.COLOMBIA,I78,0
200019625,650240004681,ASEPXIA CREMA CAMOUFLAGE 28 GR,TBO,13367,13367,0.16,GENOMMA LAB.COLOMBIA,I78,0
200020222,650240004803,ASEPXIA GEL EXF.ASTRIN.PTOS.NEGROS 150ML,TBO,15747,15747,0.16,GENOMMA LAB.COLOMBIA,I78,0
100018000,650240005428,DALAY 30 CAPSULAS,CJ,25680,22688,0,GENOMMA LAB.COLOMBIA,I78,11.65
200021818,650240006623,PRESERVAT.LINEA M FORCE+MULTI-O 3 UDS,CJ,7725,7184,0,GENOMMA LAB.COLOMBIA,I78,7
200020528,650240006753,CICATRICURE CONTORNO OJOS CREMA 8.5 GR,CJ,23730,23730,0.16,GENOMMA LAB.COLOMBIA,I78,0
200020220,650240007828,JABON AZUFRE ASEPXIA 100 GR,UN,4265,4265,0.16,GENOMMA LAB.COLOMBIA,I78,0
200021840,650240009518,PRESERVAT.LINEA M NATURAL 3 UDS,CJ,5662,5662,0,GENOMMA LAB.COLOMBIA,I78,0
200021819,650240009525,PRESERVAT.LINEA M TEXTURIZADO 3 UDS,CJ,6693,6693,0,GENOMMA LAB.COLOMBIA,I78,0
200020939,650240009532,POLVO COMPACTO ASEPXIA BRONCE MATE,BLI,16213,16213,0.16,GENOMMA LAB.COLOMBIA,I78,0
200020937,650240009549,POLVO COMPACTO ASEPXIA NATURAL,BLI,16213,16213,0.16,GENOMMA LAB.COLOMBIA,I78,0
200020938,650240009556,POLVO COMPACTO ASEPXIA BEIGE MATE,BLI,16213,16213,0.16,GENOMMA LAB.COLOMBIA,I78,0
200020219,650240009563,JABON ASEPXIA NEUTRO 100 GR,UN,4265,4265,0.16,GENOMMA LAB.COLOMBIA,I78,0
200020936,650240010088,SILUET 40 GEL TERMICO 200 ML,FCO,24918,20277,0.16,GENOMMA LAB.COLOMBIA,I78,18.63
200021332,650240010583,POLVO COMPACTO ASEPXIA CLARO MATE,BLI,16213,16213,0.16,GENOMMA LAB.COLOMBIA,I78,0
200023450,650240010736,CHA.TIO NACHO JALEA REAL ANT.EDAD 415 ML,FCO,12652,12652,0.16,GENOMMA LAB.COLOMBIA,I78,0
200023445,650240010873,GOICOECHEA JALEA REAL 400 ML,FCO,14954,14954,0.16,GENOMMA LAB.COLOMBIA,I78,0
200023449,650240011832,CHA.TIO NACHO JALEA REAL MANZA 415 ML,FCO,12652,12652,0.16,GENOMMA LAB.COLOMBIA,I78,0
200026831,650240012525,PRESERVAT.LINEA M ULTRA SENSIBLE 3 UDS,CJ,6693,6693,0,GENOMMA LAB.COLOMBIA,I78,0
200023444,650240012693,GOICOECHEA ARNICA 400 ML,FCO,14954,14954,0.16,GENOMMA LAB.COLOMBIA,I78,0
200025068,650240014581,ACOND.TIO NACHO ACLARANTE 415 ML,FCO,12652,12652,0.16,GENOMMA LAB.COLOMBIA,I78,0
200026950,650240014598,CICATRICURE CRE.COR.REAFIRMANTE 400 ML,FCO,11790,11574,0.16,GENOMMA LAB.COLOMBIA,I78,1.83
200026951,650240014604,CICATRICURE CRE.COR.PREV.ARRUGAS 400 ML,FCO,11790,11790,0.16,GENOMMA LAB.COLOMBIA,I78,0
200025067,650240015670,CHA.TIO NACHO HERBOLARIA MILEN.415 ML,FCO,12652,12652,0.16,GENOMMA LAB.COLOMBIA,I78,0
200023819,650240019043,KIT CICATRICURE MICRO DERMOABRASION 4 P,KIT,55298,55298,0.16,GENOMMA LAB.COLOMBIA,I78,0
200028115,650240026744,GOICOECHEA CREMA ALGAS MARINAS 400 ML,FCO,14954,14954,0.16,GENOMMA LAB.COLOMBIA,I78,0
200028116,650240026751,GOICOECHEA GEL 400 ML,FCO,14954,14954,0.16,GENOMMA LAB.COLOMBIA,I78,0
200028114,650240026768,GOICOECHEA CREMA GINKGO BILOBA 400 ML,FCO,14954,14954,0.16,GENOMMA LAB.COLOMBIA,I78,0
100021520,650240029141,TUKOL-D EXPECTORANTE SOL.ORAL 125 ML,FCO,11460,11295,0,GENOMMA LAB.COLOMBIA,I78,1.44
200029421,650240029158,CHAMPU MEDICASP 100 ML,FCO,14585,14585,0.16,GENOMMA LAB.COLOMBIA,I78,0
100021716,669238000260,XAMBO 30 CAPSULAS,CJ,20330,17527,0.16,HEALTHY AMERICA COLOMBIA,K30,13.79
100020421,676194174393,ALFA BIOTIN 900 MGC 100 TABLETAS,FCO,9741,8992,0.16,LACICO S.A.,E06,7.69
100020258,676194783861,COLLAGEN C 60 CAPSULAS,FCO,8353,7710,0.16,LACICO S.A.,E06,7.7
100020821,676194960668,ALFA 369 1000 MG 100 CAPSULAS,FCO,13346,12319,0.16,LACICO S.A.,E06,7.7
200028966,676194960705,ALFA 3 1000 MG 100 CAPSULAS BLANDAS,FCO,13346,12319,0.16,LACICO S.A.,E06,7.7
100021190,676194963218,COLLAGEN C 100 CAPSULAS,FCO,12357,11406,0.16,LACICO S.A.,E06,7.7
100020187,676194963379,ALFAPPLE 60 CAPSULAS,FCO,11555,10666,0.16,LACICO S.A.,E06,7.69
100020817,676194963386,B ALFA COMPLEX+VITAMINA C 100 TBS,FCO,10175,9393,0.16,LACICO S.A.,E06,7.69
100020819,676194963393,ALFACHITO 600 MG 60 CAPSULAS,FCO,12844,12844,0.16,LACICO S.A.,E06,0
100020822,676194963416,ALFA PAPAYA 60 CAPSULAS,FCO,8867,8185,0.16,LACICO S.A.,E06,7.69
100020820,676194963423,ALFAGREEN 300 MG 60 CAPSULAS,FCO,11447,10567,0.16,LACICO S.A.,E06,7.69
100020186,676194963485,MULTI MEN 100 TABLETAS,FCO,19615,18107,0.16,LACICO S.A.,E06,7.69
100020188,676194963492,MULTI WOMEN 100 TABLETAS,FCO,19615,18107,0.16,LACICO S.A.,E06,7.69
100020818,676194963522,ALFALENIUM 70 MG 100 CAPSULAS,FCO,12420,11465,0.16,LACICO S.A.,E06,7.69
100020252,676194963539,ALFAISO FRASCO 60 CAPSULAS,FCO,14242,13147,0.16,LACICO S.A.,E06,7.69
100020256,676194963546,ALFASOY 1200 MG 100 CAPSULAS,FCO,13346,12319,0.16,LACICO S.A.,E06,7.7
100020185,676194963560,VITAMINA C ALFA 1000 MG 100 TABLETAS,FCO,15137,13974,0.16,LACICO S.A.,E06,7.68
200028967,676194963577,E ALFA 400 U.I.100 CAPSULAS BLANDAS,FCO,16928,15627,0.16,LACICO S.A.,E06,7.69
100020189,676194963607,CELLULIFEN 60 CAPSULAS,FCO,13230,12212,0.16,LACICO S.A.,E06,7.69
100020257,676194963614,ALFAMINA 1000 MG 100 CAPSULAS,FCO,20511,20511,0.16,LACICO S.A.,E06,0
100017035,682607535118,GLUCOMETRO ON CALL PLUS SYSTEM KIT,UN,31500,6825,0.16,BIOLORE LTDA,A63,78.33
100017031,682607535217,ON CALL PLUS TIRAS REACTIVAS 50 UDS,CJ,36972,36972,0,BIOLORE LTDA,A63,0
100017120,682607535514,ON CALL PLUS SYSTEM LANCETAS 100 UDS,UN,10500,10500,0.16,BIOLORE LTDA,A63,0
200021155,721672006182,CINTA ADHESIVA.HYSTIK 12 MM.20 MTS,UN,364,364,0.16,SUPLIMOS LTDA,G73,0
200002931,721672006205,CINTA ENMASC.HYSTIK 12 MM 1/2P.40 MTS,UN,1919,1727,0.16,SUPLIMOS LTDA,G73,10.01
200002933,721672006229,CINTA ENMASC.HYSTIK 24 MM 1P.40 MTS,UN,3696,3696,0.16,SUPLIMOS LTDA,G73,0
100009685,722776020012,SPLENDA 50 SBS,CJ,8373,8373,0.05,JOHNSON & JOHNSON DE COLO,D50,0
100016595,722776020029,SPLENDA 100 SBS,CJ,15830,15830,0.05,JOHNSON & JOHNSON DE COLO,D50,0
200027070,722776200629,SPLENDA 200 SBS,CJ,25055,25055,0.05,JOHNSON & JOHNSON DE COLO,D50,0
200025362,728947110018,REFRESCANTE BUCAL LAZO HIERBABUENA,UN,5501,5501,0.16,LAZO ANDINO S.A.S,J57,0
200025363,728947110025,REFRESCANTE BUCAL LAZO MENTA FRESCA,UN,5501,5501,0.16,LAZO ANDINO S.A.S,J57,0
200025361,728947110032,REFRESCANTE BUCAL LAZO CANELA,UN,5501,5501,0.16,LAZO ANDINO S.A.S,J57,0
100013675,736085048063,TRAZIDEX UNGENA 3.5 GR (T),TBO,45771,45771,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100014510,736085132069,NAZIL OFTENO 15 ML,FCO,9107,9107,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100013677,736085182767,SOPHIXIN OFTENO 5 ML,FCO,38438,38438,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100013684,736085213195,AGGLAD OFTENO 5 ML (A),FCO,72974,72974,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100013680,736085278507,MANZANILLA SOPHIA 15 ML,FCO,8161,8161,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100013681,736085280005,LAGRICEL OFTENO SOLUCION 10 ML (M),FCO,38438,38438,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100014260,736085403923,COXYLAN OFTENO SOLUCION 5 ML,UN,51094,51094,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100014264,736085404661,FLUMETOL NF OFTENO SUSPENSION 5 ML,UN,18096,18096,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100016174,736085405422,SPLASHTEARS 15 ML,FCO,16795,16795,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100016175,736085405668,HUMYLUB OFTENO 15 ML (T),FCO,28740,28740,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100015795,736085409666,KRYTANTEC OFTENO 5 ML (M),FCO,113778,113778,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100013678,736085409895,SOPHIPREN OFTENO 5 ML,FCO,23418,23418,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100013686,736085410099,3-A OFTENO 5 ML,FCO,45771,45771,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100013676,736085410334,TRAZIDEX OFTENO 5 ML (T),FCO,35718,35718,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100013679,736085410433,MODUSIK A OFTENO 5 ML (A),FCO,124777,124777,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100013682,736085410624,GAAP OFTENO 3 ML (A),FCO,112240,112240,0,LAB.SOPHIA DE COLOMBIA LT,I63,0
100021720,751273764112,BIOTIN 900 MCG 100 TABLETAS,FCO,13010,13010,0,HEALTHY AMERICA COLOMBIA,K30,0
100021721,751273771677,VITAMIN E HEALTHY 400 IU 100 SOFTGELS,FCO,17741,17741,0,HEALTHY AMERICA COLOMBIA,K30,0
100021717,751273778232,ENERGYTON PLUS 100 SOFTGELS,FCO,27794,27794,0,HEALTHY AMERICA COLOMBIA,K30,0
100015726,764600180363,AXTAR I.M 1 GR AMPOLLA 3.5 ML (T),CJ,50147,50147,0,GRUPO UNIPHARM S.A,J02,0
100015729,764600180622,CLAMICIL BID SUSPENSION 400 MG 70 ML(M),FCO,56061,56061,0,GRUPO UNIPHARM S.A,J02,0
100015728,764600180653,CLAMICIL BID 1 GR 14 TABLETAS(A) (M),CJ,68716,68716,0,GRUPO UNIPHARM S.A,J02,0
100015752,764600183517,UNICIL 1200000 U.I.AMPOLLA,FCO,3075,2970,0,GRUPO UNIPHARM S.A,J02,3.41
100015753,764600183531,UNICIL 2400000 U.I.AMPOLLA,FCO,4731,4730,0,GRUPO UNIPHARM S.A,J02,0.02
100015737,764600239566,FLEXOL 15 MG 3 AMPOLLAS,CJ,23891,23891,0,GRUPO UNIPHARM S.A,J02,0
100020130,764600240135,CLAMICIL BID SUSPENSION 600 MG 100 ML,FCO,57835,57835,0,GRUPO UNIPHARM S.A,J02,0
200005182,768455033034,FLEXIDRESS 3X10 UNIDAD 650940 (E3),UN,44589,44589,0,BOSTON MEDICAL DEVICES,I79,0
200005153,768455049844,BOLSA DRENA.OSTOMIA 57MM 10U.402534(E136,BOL,89304,89304,0.16,BRISTOL MYERS SQUIBB COLO,A70,0
200005159,768455102723,DUODERM CGF 15X15 5 UDS H7661 (E1) (A),CJ,230630,198854,0,BOSTON MEDICAL DEVICES,I79,13.78
200024099,772618232950,CETAPHIL RESTORADERM HIDRAT.295 ML (A),FCO,60054,60054,0.16,GALDERMA DE COLOMBIA S.A.,C49,0
200024098,772618233001,CETAPHIL RESTORADERM LIMPIADOR 295 ML,FCO,46755,46755,0.16,GALDERMA DE COLOMBIA S.A.,C49,0
200008505,783094044036,PILA VARTA ALKALINA AA 2 UDS,BLI,2081,2081,0.16,RAYOVAC VARTA S.A.,H04,0
200008506,783094044098,PILA VARTA ALKALINA AAA 2 UDS,BLI,2169,2169,0.16,RAYOVAC VARTA S.A.,H04,0
200025013,783094050495,PILA VARTA RECARGABLE AA 2 UDS,UN,7085,7085,0.16,RAYOVAC VARTA S.A.,H04,0
200025014,783094050518,PILA VARTA RECARGABLE AAA 2 UDS,UN,4429,4429,0.16,RAYOVAC VARTA S.A.,H04,0
200027776,783094060258,BOMBILLO AHORRA.RAYOVAC ESPIRAL 15 W,UN,4612,4392,0.16,RAYOVAC VARTA S.A.,H04,4.77
200027775,783094060296,BOMBILLO AHORRA.RAYOVAC ESPIRAL 20 W,UN,5719,5719,0.16,RAYOVAC VARTA S.A.,H04,0
200027773,783094060371,BOMBILLO AHORRA.RAYOVAC ESPIRAL 25 W,UN,6432,6126,0.16,RAYOVAC VARTA S.A.,H04,4.76
200030871,841058004561,GEL DE AFEITAR SHICK PIEL SENSIBLE 75 ML,UN,5851,5851,0.16,EVEREADY DE COLOMBIA S.A.,C16,0
100021719,855600003957,XAMBO MALTEADA VAINILLA 624 GR,FCO,35482,35482,0,HEALTHY AMERICA COLOMBIA,K30,0
100021655,859821005011,MALTEADA REDU FAT FAST L.F.ROJO DIS.10SB,DIS,25413,25413,0.16,JORGEHANE LABORATORIES CO,J94,0
200031752,859821005035,REDU FAT FAST 90 CAP.GTS TE 20 TIZANAS,OFE,44918,44918,0.16,JORGEHANE LABORATORIES CO,J94,0
100021702,859821005042,TE REDU FAT FAST VDE/ROJ 20.TIZANAS(IVA),CJ,11392,13215,0.16,JORGEHANE LABORATORIES CO,J94,16
100021653,859821005059,MALTEADA REDU FAT FAST L.F.ROJ.P.DIS 10S,DIS,27446,27446,0.16,JORGEHANE LABORATORIES CO,J94,0
100021654,859821005066,MALTEADA REDU FAT FAST L.VAI.P.DIS 10SBS,DIS,27446,27446,0.16,JORGEHANE LABORATORIES CO,J94,0
100021605,859821005295,REDULAX LAXANTE PAGUE 30 LLEVE 40 TBS,OFE,7561,7561,0,JORGEHANE LABORATORIES CO,J94,0
100021652,859821005301,REDU L.CREME TBO 200GR GTS REDU GEL 200G,OFE,20060,20060,0.16,JORGEHANE LABORATORIES CO,J94,0
100021651,859821005318,REDU FAT FAST 90 CAP.GTS TE 8 TIZANAS,OFE,48062,44918,0.16,JORGEHANE LABORATORIES CO,J94,6.54
100016691,872237005178,CANULA NASAL ADULTO INVERFARMA,BOL,3077,3077,0.16,INVERFARMA SAS,H74,0
200029274,872237005260,EQUIPO ADMIN.MACROGOTEO S.AGUJA INVERF.,UN,1282,1282,0,INVERFARMA SAS,H74,0
200029273,872237005277,EQUIPO ADMIN.MICROGOTEO S.AGUJA INVERF.,UN,1350,1350,0,INVERFARMA SAS,H74,0
100020344,899253002431,REDU FAT FAST CRE.ABDOMINAL HOMBRE 200G,UN,23037,23037,0.16,JORGEHANE LABORATORIES CO,J94,0
100020347,899253002516,MALTEADA REDU FAT FAST L.F.ROJOS. 400 GR,UN,32225,32225,0.16,JORGEHANE LABORATORIES CO,J94,0
100020346,899253002523,MALTEADA REDU FAT FAST VAINI.LIGHT 400 G,UN,32225,32225,0.16,JORGEHANE LABORATORIES CO,J94,0
100020345,899253002530,MALTEADA REDU FAT FAST VAI.LIGHT P.400 G,UN,34121,34121,0.16,JORGEHANE LABORATORIES CO,J94,0
100020349,899253002547,MALTEADA REDU FAT FAST L.F.ROJO P. 400 G,UN,34121,34121,0.16,JORGEHANE LABORATORIES CO,J94,0
100021656,899253002899,MALTEADA REDU FAT FAST L.VAI.DIS.10 SBS,DIS,25413,25413,0.16,JORGEHANE LABORATORIES CO,J94,0
200027021,931300000820,PROTECTOR LABIAL MINI NARANJA,UN,2292,2292,0.16,LAZO ANDINO S.A.S,J57,0
200030644,1008380001530,MASCARILLA PEPINO PEEL OFF MJ DIS.12 SBS,DIS,42267,38040,0.16,OPTION S.A,A45,10
200030645,1008380002244,MASCARILLA BARRO CHOCOLATE MJ DIS.12 SBS,DIS,42267,38040,0.16,OPTION S.A,A45,10
200030643,1008380002430,MASCARILLA BATIDO FRUTAS  MJ DIS.12 SBS,DIS,42267,38040,0.16,OPTION S.A,A45,10
200030647,1008380003127,MASCARILLA TELA ALOE VERA MJ DIS.12 SBS,DIS,50994,45895,0.16,OPTION S.A,A45,10
200030646,1008380003128,MASCARILLA TELA MAR MUERTO MJ DIS.12 SBS,DIS,50994,45895,0.16,OPTION S.A,A45,10
200004657,1750107302495,JERINGA BD 3P 5 ML 21X1.1/2 100 UDS,CJ,30858,30858,0.16,BECTON DICKINSON,A52,0
200004656,1750107302542,JERINGA BD 3P 3 ML 23X1 100 UDS,CJ,25975,25975,0.16,BECTON DICKINSON,A52,0
200004655,1750107308612,JERINGA BD 3P 3 ML 21X1.1/2 100 UDS,CJ,25975,25975,0.16,BECTON DICKINSON,A52,0
100007769,1770388915806,SUERO ORAL 30 SBS,CJ,53514,50839,0,CHALVER DE COLOMBIA,A94,5
200030020,1770705621801,REPELENTE SINZANC GEL 10 GR 12 SOBRES,DIS,15809,14702,0.16,LAB. FINLAY DE COLOMBIA S,D81,7
200030021,1770705621802,REPELENTE SINZANC GEL 10 GR 24 SOBRES,DIS,31619,29406,0.16,LAB. FINLAY DE COLOMBIA S,D81,7
200031135,2008130010126,PROT.LABIAL CHAP ICE MINI BLISTER 3 UDS,PRE,6230,6385,0.16,LAZO ANDINO S.A.S,J57,2.49
100019310,3000034222529,KOMBIGLYZE XR 2.5MG/1000 MG 56 TBS (A),CJ,89280,89280,0,ASTRA ZENECA COLOMBIA S.A,A37,0
100019311,3000034223519,KOMBIGLYZE XR 5 MG/1000 MG 28 TBS,CJ,89280,89280,0,ASTRA ZENECA COLOMBIA S.A,A37,0
100004708,3000902750444,DEPO PROVERA 150 MG 3 ML AMPOLLA,AMP,9988,9988,0,PFIZER S.A.S,F38,0
200027638,3014260010607,CEPILLO ORAL-B PROFLEX 2X1,OFE,12806,12806,0.16,PROCTER & GAMBLE COLOMBIA,F54,0
200028348,3014260010980,2 CEP.ORAL-B 3D WHITE,OFE,12781,12781,0.16,PROCTER & GAMBLE COLOMBIA,F54,0
200028780,3014260019723,CEP.ORAL-B KIDS MICKEY,UN,1588,1588,0.16,PROCTER & GAMBLE COLOMBIA,F54,0
200021648,3014260273910,ESPUMA DE AFEITAR FOAMY MENTHOL 312 GR,FCO,13937,13937,0.16,PROCTER & GAMBLE COLOMBIA,F54,0
200006457,3014260274399,GEL DE AFEITAR SERIES PIEL SENSIBL 71 GR,UN,9414,9414,0.16,PROCTER & GAMBLE COLOMBIA,F54,0
200027183,3014260274917,REPUESTO MAQ.AFEIT.MACH 3 TURBO 4 UDS,PAQ,27161,24919,0.16,PROCTER & GAMBLE COLOMBIA,F54,8.25
200012161,3014260275143,REPUESTO MAQ.AFEIT.MACH 3 TURBO 2 UDS,PAQ,15044,15044,0.16,PROCTER & GAMBLE COLOMBIA,F54,0
200006340,3014260278922,CEP.ORAL-B STAGES L-20 ETAPA 4,UN,9271,8665,0.16,PROCTER & GAMBLE COLOMBIA,F54,6.54
200006337,3014260278939,CEP.ORAL-B STAGES L-5 ETAPA 1.4-24 MESES,UN,9271,9271,0.16,PROCTER & GAMBLE COLOMBIA,F54,0
200006369,3014260279165,CREMA DENTAL ORAL-B STAGES,UN,5325,4842,0.16,PROCTER & GAMBLE COLOMBIA,F54,9.07
200006339,3014260279288,CEP.ORAL-B STAGES 2-4 ANOS ETAPA 2,UN,9271,9271,0.16,PROCTER & GAMBLE COLOMBIA,F54,0
200027189,3014260323998,CEP.ZOOTH HELLO KITTY,UN,9617,8988,0.16,PROCTER & GAMBLE COLOMBIA,F54,6.54
200019505,3014260442293,MAQ.PRESTOBARBA EXCEL MUJER 6 UDS,DIS,11372,11372,0.16,PROCTER & GAMBLE COLOMBIA,F54,0
200014589,3014260732721,CEP.ORAL-B PULSAR 40 SUAVE,UN,15462,15462,0.16,PROCTER & GAMBLE COLOMBIA,F54,0
